trx_id,timestamp,source_id,target_id,amount,channel,payment_type,status,description,ref_number
T036615,2026-05-18 15:31:16,C00469,M0092,109528.51,EDC,debit,success,C2M payment - F&B,REF33489243
T036616,2026-05-17 19:12:21,C01486,M0379,195540.64,EDC,credit_card,success,C2M payment - Grocery,REF50447236
T036617,2025-08-26 10:44:42,M0227,M0259,33457729.33,EDC,debit,pending,M2M settlement - Fashion,REF37251821
T036618,2025-11-18 07:19:27,C00766,M0480,169834.67,EDC,credit_card,success,C2M payment - Grocery,REF92294088
T036619,2025-11-07 19:09:36,C00005,M0683,1888331.35,QRIS,QRIS,success,C2M payment - Automotive,REF42463858
T036620,2025-10-26 18:07:39,C00392,M0421,302715.99,EDC,credit_card,success,C2M payment - Grocery,REF39366493
T036621,2025-12-07 13:33:09,M0002,M0166,8729781.95,transfer,bank_transfer,failed,M2M settlement - F&B,REF24526480
T036622,2025-07-01 00:36:54,C00676,M0577,2523678.94,QRIS,QRIS,success,C2M payment - Electronics,REF69841921
T036623,2026-05-30 03:19:21,C00616,M0539,1269989.54,transfer,bank_transfer,success,C2M payment - Electronics,REF85673479
T036624,2025-11-30 02:50:04,C00278,M0622,218722.69,,,success,C2M payment - Automotive,REF84363831
T036625,2026-06-05 10:19:48,C01639,M0215,886184.62,QRIS,QRIS,success,C2M payment - Fashion,REF06415540
T036626,2025-11-09 12:41:23,C01664,M0153,148213.33,QRIS,QRIS,success,C2M payment - F&B,REF23648211
T036627,2025-09-18 20:09:41,M0311,M0500,8069841.22,transfer,bank_transfer,success,M2M settlement - Electronics,REF66183172
T036628,2026-05-10 20:18:54,C00997,M0267,1257804.0,QRIS,QRIS,success,C2M payment - Fashion,REF40471420
T036629,2025-12-21 21:42:59,C01384,M0581,1781260.24,EDC,debit,success,C2M payment - Electronics,REF97491922
T036630,2025-07-05 14:26:31,C01645,M0371,285116.04,QRIS,QRIS,success,C2M payment - Grocery,REF73018141
T036631,2026-01-20 10:18:44,C01858,M0674,12359230.46,transfer,bank_transfer,success,C2M payment - Automotive,REF72450988
T036632,2026-03-14 08:19:52,C00063,M0583,10781125.35,EDC,credit_card,success,C2M payment - Electronics,REF24046679
T036633,2026-01-18 19:08:45,C01354,M0661,2151070.86,transfer,bank_transfer,success,C2M payment - Automotive,REF05138397
T036634,2025-07-10 21:06:14,C01706,M0538,2707844.46,EDC,debit,success,C2M payment - Electronics,REF82897107
T036635,2026-05-25 08:06:37,M0368,M0590,3385251.88,transfer,bank_transfer,success,M2M settlement - Electronics,REF95883995
T036636,2026-04-06 17:28:57,M0175,M0163,17808054.27,transfer,bank_transfer,success,M2M settlement - F&B,REF85571811
T036637,2026-06-12 07:02:54,C01795,M0222,187896.13,QRIS,QRIS,success,C2M payment - Fashion,REF18829974
T036638,2025-11-23 21:17:16,C00831,M0054,85321.15,QRIS,QRIS,success,C2M payment - F&B,REF90628667
T036639,2025-07-15 06:49:59,C01849,M0549,542126.88,EDC,debit,success,C2M payment - Electronics,REF46912208
T036640,2025-09-20 14:31:24,C00946,M0638,2121489.06,transfer,bank_transfer,success,C2M payment - Automotive,REF46191523
T036641,2025-12-29 16:01:22,C01578,M0155,62668.25,EDC,debit,success,C2M payment - F&B,REF74176098
T036642,2026-01-14 17:09:02,M0100,M0196,9046771.17,EDC,credit_card,success,M2M settlement - F&B,REF62787930
T036643,2025-12-25 18:15:22,C00019,M0695,1155121.92,QRIS,QRIS,success,C2M payment - Automotive,REF89949590
T036644,2026-04-18 08:10:54,C00857,M0016,230569.99,EDC,debit,success,C2M payment - F&B,REF57812720
T036645,2026-04-06 20:35:42,C01730,M0576,4401880.98,QRIS,QRIS,success,C2M payment - Electronics,REF59163519
T036646,2026-01-20 22:52:00,M0118,M0699,3414737.55,transfer,bank_transfer,success,M2M settlement - Automotive,REF75224910
T036647,2025-10-15 20:46:40,C00587,M0203,253765.25,QRIS,QRIS,success,C2M payment - F&B,REF88912748
T036648,2025-09-16 16:49:44,C01520,M0077,121772.67,EDC,debit,success,C2M payment - F&B,REF56758023
T036649,2025-08-14 12:13:43,C00630,M0702,1390255.24,EDC,credit_card,success,C2M payment - Fashion,REF64944247
T036650,2026-05-30 09:19:29,M0393,M0303,55835003.72,EDC,debit,success,M2M settlement - Fashion,REF21233902
T036651,2026-02-27 15:13:05,C00726,M0468,87145.81,transfer,bank_transfer,success,C2M payment - Grocery,REF37747062
T036652,2025-09-10 02:11:58,C00235,M0175,497913.08,EDC,credit_card,success,C2M payment - F&B,REF41962400
T036653,2025-08-13 18:02:05,C01438,M0098,111100.68,EDC,debit,success,C2M payment - F&B,REF38263467
T036654,2026-01-24 17:37:02,C00437,M0467,239121.31,EDC,debit,success,C2M payment - Grocery,REF62406778
T036655,2026-01-20 20:52:21,C01425,M0591,728898.29,EDC,credit_card,success,C2M payment - Electronics,REF67248797
T036656,2025-09-02 23:47:46,M0305,M0214,52103995.18,transfer,bank_transfer,success,M2M settlement - Fashion,REF52186641
T036657,2025-07-13 10:16:46,C01094,M0607,4972043.06,transfer,bank_transfer,success,C2M payment - Automotive,REF09096972
T036658,2025-09-21 11:44:59,M0455,M0669,6069338.13,transfer,bank_transfer,success,M2M settlement - Automotive,REF99344194
T036659,2026-04-23 07:06:06,C00315,M0476,204160.48,QRIS,QRIS,success,C2M payment - Grocery,REF34514862
T036660,2026-05-02 15:54:27,C01856,M0431,207239.99,EDC,debit,success,C2M payment - Grocery,REF71023798
T036661,2025-12-31 06:22:34,C01179,M0093,195534.19,EDC,debit,success,C2M payment - F&B,REF54814121
T036662,2025-07-20 10:25:15,C00153,M0359,204240.06,QRIS,QRIS,success,C2M payment - Grocery,REF89451851
T036663,2026-03-29 23:20:16,M0154,M0173,16177510.68,transfer,bank_transfer,success,M2M settlement - F&B,REF63548918
T036664,2026-05-17 13:47:53,C00742,M0418,104988.38,QRIS,QRIS,success,C2M payment - Grocery,REF65085326
T036665,2025-11-11 14:37:36,C00957,M0519,1366941.73,transfer,bank_transfer,success,C2M payment - Electronics,REF21371875
T036666,2026-01-21 12:39:46,M0208,M0173,13755340.27,transfer,bank_transfer,success,M2M settlement - F&B,REF21163801
T036667,2025-10-29 14:38:07,M0065,M0525,5928421.35,transfer,bank_transfer,failed,M2M settlement - Electronics,REF59304873
T036668,2026-05-07 10:34:29,C01678,M0615,3773964.39,EDC,credit_card,success,C2M payment - Automotive,REF40501909
T036669,2025-11-03 04:19:15,C01322,M0519,1793531.43,EDC,debit,success,C2M payment - Electronics,REF95264512
T036670,2025-09-12 10:52:29,C01895,M0481,103516.0,QRIS,QRIS,success,C2M payment - Grocery,REF87195309
T036671,2025-10-09 20:02:39,C00986,M0667,1332764.36,EDC,debit,success,C2M payment - Automotive,REF89936399
T036672,2026-02-22 23:39:01,C01445,M0391,265575.01,EDC,debit,success,C2M payment - Grocery,REF41567866
T036673,2025-10-27 19:31:59,M0660,M0649,63001150.56,QRIS,QRIS,success,M2M settlement - Automotive,REF26882398
T036674,2026-03-08 03:23:20,C01315,M0672,928276.3,QRIS,QRIS,success,C2M payment - Automotive,REF45727011
T036675,2025-10-31 13:41:49,C00038,M0433,216456.28,EDC,credit_card,success,C2M payment - Grocery,REF35139821
T036676,2025-09-18 04:53:21,C01660,M0436,102671.18,QRIS,QRIS,success,C2M payment - Grocery,REF90115059
T036677,2026-02-09 08:01:29,C01637,M0541,1031081.36,QRIS,QRIS,success,C2M payment - Electronics,REF81628278
T036678,2026-02-05 12:54:39,C01238,M0247,248954.7,QRIS,QRIS,success,C2M payment - Fashion,REF61592706
T036679,2025-12-29 20:10:44,C00122,M0405,336242.3,EDC,debit,success,C2M payment - Grocery,REF62105403
T036680,2025-07-10 18:24:32,M0508,M0552,6904515.79,transfer,bank_transfer,success,M2M settlement - Electronics,REF83926034
T036681,2026-06-23 14:46:23,C00540,M0289,589514.47,EDC,credit_card,success,C2M payment - Fashion,REF30624967
T036682,2025-08-30 10:34:11,C01741,M0195,77354.77,EDC,debit,success,C2M payment - F&B,REF63337647
T036683,2025-09-13 23:07:05,M0308,M0611,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF74393982
T036684,2026-02-02 19:51:29,C01379,M0553,3150308.3,EDC,debit,success,C2M payment - Electronics,REF04118433
T036685,2026-01-17 17:56:00,C01872,M0475,203971.65,QRIS,QRIS,success,C2M payment - Grocery,REF56972286
T036686,2025-09-16 12:59:32,C01019,M0285,263462.05,QRIS,QRIS,success,C2M payment - Fashion,REF19416752
T036687,2026-06-07 06:49:10,C01836,M0225,1047971.61,EDC,debit,success,C2M payment - Fashion,REF51934941
T036688,2026-03-23 13:57:42,M0141,M0008,4815144.28,transfer,bank_transfer,success,M2M settlement - F&B,REF96869795
T036689,2025-08-22 10:51:38,C00856,M0050,207326.78,QRIS,QRIS,success,C2M payment - F&B,REF01522855
T036690,2026-03-18 23:43:46,C00160,M0596,2125167.49,transfer,bank_transfer,success,C2M payment - Automotive,REF98399563
T036691,2026-06-10 02:29:58,M0595,M0527,2883471.48,transfer,bank_transfer,success,M2M settlement - Electronics,REF27235908
T036692,2025-07-15 20:51:09,C00430,M0326,564967.71,transfer,bank_transfer,success,C2M payment - Fashion,REF95493520
T036693,2026-04-26 22:00:22,M0265,M0303,75000000.0,transfer,bank_transfer,success,M2M settlement - Fashion,REF84317799
T036694,2026-01-19 12:25:48,C00509,M0306,377918.52,transfer,bank_transfer,success,C2M payment - Fashion,REF72967300
T036695,2025-12-26 14:51:07,C00450,M0369,299740.87,transfer,bank_transfer,success,C2M payment - Grocery,REF41223437
T036696,2025-12-02 23:49:06,C00995,M0610,818654.66,QRIS,QRIS,success,C2M payment - Automotive,REF81898973
T036697,2026-06-25 04:19:11,M0218,M0034,7003181.82,transfer,bank_transfer,success,M2M settlement - F&B,REF04343305
T036698,2026-05-26 09:58:14,C00687,M0123,,QRIS,QRIS,success,C2M payment - F&B,REF34643114
T036699,2026-04-08 03:39:14,M0663,M0326,74388347.71,transfer,bank_transfer,success,M2M settlement - Fashion,REF33846611
T036700,2025-09-03 13:06:56,C00536,M0183,85643.51,QRIS,QRIS,success,C2M payment - F&B,REF30659041
T036701,2026-02-01 21:44:28,M0193,M0131,7610645.04,transfer,bank_transfer,success,M2M settlement - F&B,REF72546559
T036702,2026-02-05 06:24:08,C01394,M0174,229217.28,QRIS,QRIS,success,C2M payment - F&B,REF21960738
T036703,2026-05-10 09:03:36,C00587,M0203,74859.45,QRIS,QRIS,success,C2M payment - F&B,REF67389130
T036704,2026-01-20 17:29:45,C01152,M0089,424526.79,transfer,bank_transfer,success,C2M payment - F&B,REF68079160
T036705,2026-03-03 18:04:08,C01344,M0477,508506.46,EDC,debit,success,C2M payment - Grocery,REF84059245
T036706,2026-05-24 04:56:31,C01962,M0089,-128023.5,QRIS,QRIS,pending,Refund transaction,REF36117263
T036707,2025-07-02 08:01:54,M0580,M0187,75000000.0,transfer,bank_transfer,success,M2M settlement - F&B,REF72804941
T036708,2026-06-18 02:53:16,C00266,M0372,95980.74,QRIS,QRIS,success,C2M payment - Grocery,REF82250708
T036709,2026-02-04 23:08:36,C00430,M0481,287389.1,,,success,C2M payment - Grocery,REF71817463
T036710,2026-03-31 18:07:20,C00256,M0567,1093126.72,QRIS,QRIS,success,C2M payment - Electronics,REF68554325
T036711,2026-05-31 21:20:51,C00393,M0417,181936.48,QRIS,QRIS,success,C2M payment - Grocery,REF61182968
T036712,2025-09-29 13:27:45,C00881,M0624,6185876.88,QRIS,QRIS,success,C2M payment - Automotive,REF77206778
T036713,2025-09-24 16:26:28,C01819,M0146,80305.1,QRIS,QRIS,success,C2M payment - F&B,REF25249994
T036714,2025-10-08 08:08:58,C01514,M0489,366787.52,QRIS,QRIS,success,C2M payment - Grocery,REF79627817
T036715,2025-07-22 22:47:28,M0555,M0601,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF10609546
T036716,2025-10-29 14:54:35,C01048,M0108,102597.59,EDC,debit,success,C2M payment - F&B,REF95893814
T036717,2026-04-18 23:44:53,M0185,M0582,16138124.44,transfer,bank_transfer,success,M2M settlement - Electronics,REF50365804
T036718,2026-06-12 10:12:06,C00970,M0661,4375698.56,transfer,bank_transfer,success,C2M payment - Automotive,REF15759548
T036719,2026-06-19 18:08:32,C01274,M0258,541810.3,EDC,debit,success,C2M payment - Fashion,REF40545891
T036720,2026-01-17 19:58:19,C00913,M0607,7726911.6,EDC,debit,failed,C2M payment - Automotive,REF86290079
T036721,2025-09-13 02:06:07,C00370,M0062,220942.32,QRIS,QRIS,success,C2M payment - F&B,REF88180569
T036722,2026-01-10 04:36:29,M0026,M0168,3310316.67,transfer,bank_transfer,success,M2M settlement - F&B,REF60322518
T036723,2026-05-02 12:22:50,M0051,M0002,29033087.41,transfer,bank_transfer,success,M2M settlement - F&B,REF23460651
T036724,2025-12-08 19:01:24,C00197,M0299,301691.69,EDC,debit,success,C2M payment - Fashion,REF42666496
T036725,2026-05-15 08:25:08,C00396,M0108,-57425.43,EDC,debit,success,Refund transaction,REF86258544
T036726,2025-08-28 07:54:52,C01435,M0337,338770.11,QRIS,QRIS,success,C2M payment - Fashion,REF25837077
T036727,2025-07-23 13:16:07,C00319,M0083,81207.77,EDC,debit,success,C2M payment - F&B,REF63418927
T036728,2025-11-22 16:46:10,C00788,M0449,292693.91,QRIS,QRIS,success,C2M payment - Grocery,REF62189421
T036729,2026-05-13 19:51:49,M0050,M0512,53821783.93,transfer,bank_transfer,success,M2M settlement - Electronics,REF49886792
T036730,2026-04-15 13:35:16,C01918,M0235,499271.48,transfer,bank_transfer,success,C2M payment - Fashion,REF97688629
T036731,2026-02-06 05:24:16,M0026,M0054,8614201.51,transfer,bank_transfer,success,M2M settlement - F&B,REF85473836
T036732,2025-08-29 14:30:20,C00028,M0515,2370525.61,transfer,bank_transfer,success,C2M payment - Electronics,REF06809777
T036733,2026-04-16 19:42:03,C01189,M0629,551653.02,EDC,credit_card,success,C2M payment - Automotive,REF75075664
T036734,2025-11-15 04:55:15,C01509,M0350,759286.05,EDC,debit,success,C2M payment - Fashion,REF77280195
T036735,2026-02-07 13:08:05,C00084,M0539,1296233.45,EDC,debit,success,C2M payment - Electronics,REF30018116
T036736,2026-03-16 19:50:15,C00487,M0326,578131.17,EDC,credit_card,success,C2M payment - Fashion,REF70681112
T036737,2026-01-24 21:36:48,M0176,M0452,64748924.76,transfer,bank_transfer,success,M2M settlement - Grocery,REF10157773
T036738,2025-09-08 13:07:30,C00175,M0234,418744.59,QRIS,QRIS,success,C2M payment - Fashion,REF77985283
T036739,2026-01-03 09:57:23,C00214,M0644,1118968.16,transfer,bank_transfer,success,C2M payment - Automotive,REF29872758
T036740,2026-06-30 16:57:28,C00698,M0066,104560.17,QRIS,QRIS,success,C2M payment - F&B,REF57703498
T036741,2025-07-14 02:31:38,C00989,M0579,2348677.75,QRIS,QRIS,success,C2M payment - Electronics,REF38336449
T036742,2025-12-17 21:21:24,C01480,M0005,159023.57,QRIS,QRIS,success,C2M payment - F&B,REF84223576
T036743,2025-10-06 11:41:02,M0428,M0349,13972819.69,QRIS,QRIS,success,M2M settlement - Fashion,REF22794880
T036744,2025-07-24 13:40:58,C01079,M0636,554981.06,EDC,credit_card,success,C2M payment - Automotive,REF15803975
T036745,2026-01-25 19:07:03,C01737,M0692,666756.82,QRIS,QRIS,pending,C2M payment - Automotive,REF66645759
T036746,2025-09-30 20:58:43,C00430,M0424,188032.29,EDC,credit_card,success,C2M payment - Grocery,REF19191304
T036747,2026-02-26 10:25:00,C01008,M0430,292441.33,QRIS,QRIS,success,C2M payment - Grocery,REF78363758
T036748,2025-08-25 14:05:05,C01869,M0609,1873412.87,EDC,debit,success,C2M payment - Automotive,REF47893608
T036749,2025-07-07 03:44:40,M0174,M0319,75000000.0,transfer,bank_transfer,success,M2M settlement - Fashion,REF44359781
T036750,2025-12-15 08:45:54,C01185,M0219,282511.86,EDC,debit,success,C2M payment - Fashion,REF86714193
T036751,2025-09-30 23:33:33,C00029,M0653,4251910.04,transfer,bank_transfer,success,C2M payment - Automotive,REF59036762
T036752,2025-09-07 06:54:26,C01901,M0422,168868.03,EDC,credit_card,success,C2M payment - Grocery,REF76932598
T036753,2025-07-26 07:43:19,C01531,M0291,608961.48,QRIS,QRIS,success,C2M payment - Fashion,REF99146013
T036754,2026-02-07 02:32:44,C00286,M0635,2062271.0,transfer,bank_transfer,success,C2M payment - Automotive,REF03815811
T036755,2025-12-20 20:01:52,C01687,M0105,30785.79,QRIS,QRIS,success,C2M payment - F&B,REF54470957
T036756,2026-01-17 16:38:06,C01561,M0436,142561.27,QRIS,QRIS,success,C2M payment - Grocery,REF16682158
T036757,2025-10-24 08:13:19,C01000,M0588,1876728.78,EDC,debit,success,C2M payment - Electronics,REF79646567
T036758,2026-06-02 03:52:09,C00972,M0098,236431.35,QRIS,QRIS,success,C2M payment - F&B,REF17803269
T036759,2026-03-31 12:25:03,C00707,M0187,54134.45,transfer,bank_transfer,success,C2M payment - F&B,REF17630932
T036760,2026-01-20 16:44:12,C00446,M0276,165721.68,QRIS,QRIS,success,C2M payment - Fashion,REF69244461
T036761,2026-05-18 11:10:55,C01770,M0522,2214065.03,transfer,bank_transfer,success,C2M payment - Electronics,REF14874132
T036762,2026-01-31 00:24:26,M0271,M0503,15640262.85,transfer,bank_transfer,success,M2M settlement - Electronics,REF68480884
T036763,2026-03-20 15:14:35,C01593,M0504,1932829.42,EDC,credit_card,success,C2M payment - Electronics,REF27163707
T036764,2025-08-12 04:04:12,C00125,M0475,150100.45,EDC,debit,success,C2M payment - Grocery,REF05780184
T036765,2026-03-04 04:22:05,M0529,M0097,5151276.21,transfer,bank_transfer,success,M2M settlement - F&B,REF04136485
T036766,2025-07-04 22:33:26,M0621,M0028,3666934.9,transfer,bank_transfer,success,M2M settlement - F&B,REF19024025
T036767,2025-12-17 01:02:48,C01559,M0356,470397.17,QRIS,QRIS,success,C2M payment - Grocery,REF70097984
T036768,2025-11-06 21:39:42,C01101,M0359,129973.78,transfer,bank_transfer,success,C2M payment - Grocery,REF10953094
T036769,2025-08-23 08:07:19,C00335,M0213,1407082.2,EDC,credit_card,success,C2M payment - Fashion,REF87949742
T036770,2025-12-04 09:08:18,C00142,M0417,305336.57,QRIS,QRIS,success,C2M payment - Grocery,REF02632010
T036771,2025-10-28 00:49:40,C01800,M0304,379005.2,EDC,debit,success,C2M payment - Fashion,REF45985559
T036772,2026-05-13 08:45:52,C01175,M0448,251600.12,QRIS,QRIS,success,C2M payment - Grocery,REF78393818
T036773,2026-05-29 10:29:35,C00932,M0344,669150.8,EDC,debit,success,C2M payment - Fashion,REF50485233
T036774,2026-02-24 13:02:15,C01636,M0550,4335752.0,EDC,debit,success,C2M payment - Electronics,REF40489772
T036775,2026-04-26 17:00:54,C00830,M0611,1285916.3,EDC,debit,failed,C2M payment - Automotive,REF95953047
T036776,2025-09-22 23:36:26,C01049,M0606,2983283.64,EDC,debit,success,C2M payment - Automotive,REF26730835
T036777,2025-09-26 22:26:37,C01366,M0497,5588351.25,QRIS,QRIS,success,C2M payment - Electronics,REF87846563
T036778,2025-11-30 13:44:16,M0602,M0305,75000000.0,transfer,bank_transfer,success,M2M settlement - Fashion,REF44359177
T036779,2025-09-24 21:47:35,M0364,M0409,1483136.65,transfer,bank_transfer,failed,M2M settlement - Grocery,REF71157430
T036780,2025-11-12 10:47:15,C01358,M0692,588647.59,QRIS,QRIS,success,C2M payment - Automotive,REF91520590
T036781,2025-10-02 17:10:38,C00021,M0028,55990.77,QRIS,QRIS,success,C2M payment - F&B,REF00898399
T036782,2026-01-25 12:44:55,C01349,M0143,42513.44,transfer,bank_transfer,success,C2M payment - F&B,REF76163103
T036783,2026-02-10 20:09:19,M0575,M0287,1495168.85,transfer,bank_transfer,success,M2M settlement - Fashion,REF37640794
T036784,2025-11-29 21:02:21,M0261,M0235,12379493.3,transfer,bank_transfer,success,M2M settlement - Fashion,REF48465778
T036785,2026-02-04 11:42:45,C00646,M0547,6363503.68,EDC,debit,success,C2M payment - Electronics,REF35225449
T036786,2025-07-25 08:07:19,C00861,M0283,429140.27,QRIS,QRIS,success,C2M payment - Fashion,REF92525624
T036787,2025-12-03 18:35:07,C01644,M0346,108712.96,EDC,debit,success,C2M payment - Fashion,REF78444446
T036788,2026-05-22 10:16:26,C00993,M0381,306269.72,transfer,bank_transfer,success,C2M payment - Grocery,REF92291571
T036789,2026-01-18 21:14:05,C01563,M0142,198583.64,transfer,bank_transfer,success,C2M payment - F&B,REF71630222
T036790,2025-07-01 01:55:13,C01974,M0188,221820.2,QRIS,QRIS,success,C2M payment - F&B,REF03765978
T036791,2025-10-28 16:15:40,C00131,M0492,2655578.11,EDC,credit_card,success,C2M payment - Electronics,REF33496395
T036792,2025-11-22 03:55:42,C01949,M0495,3277847.39,QRIS,QRIS,success,C2M payment - Electronics,REF82019225
T036793,2026-05-20 19:29:14,M0025,M0589,21048756.36,transfer,bank_transfer,success,M2M settlement - Electronics,REF42267270
T036794,2026-06-06 04:42:12,C01779,M0438,636704.82,QRIS,QRIS,success,C2M payment - Grocery,REF28090137
T036795,2026-02-01 13:58:32,C01886,M0274,305623.01,transfer,bank_transfer,success,C2M payment - Fashion,REF12426484
T036796,2026-05-16 14:33:54,M0289,M0014,21952953.2,transfer,bank_transfer,success,M2M settlement - F&B,REF75093168
T036797,2026-05-22 03:32:28,M0428,M0262,2000844.62,transfer,bank_transfer,success,M2M settlement - Fashion,REF18452810
T036798,2025-10-28 09:58:47,C00221,M0604,533308.84,QRIS,QRIS,success,C2M payment - Automotive,REF06969363
T036799,2025-07-08 18:01:57,M0627,M0256,8268323.97,transfer,bank_transfer,success,M2M settlement - Fashion,REF74158838
T036800,2025-10-31 00:56:37,C00590,M0131,77486.0,QRIS,QRIS,success,C2M payment - F&B,REF42428230
T036801,2025-08-18 10:32:10,C01346,M0673,2912278.03,EDC,credit_card,success,C2M payment - Automotive,REF09805530
T036802,2026-06-01 18:00:21,C01466,M0552,5303548.93,EDC,debit,success,C2M payment - Electronics,REF32784000
T036803,2025-07-03 11:00:16,C01221,M0257,415607.47,EDC,debit,success,C2M payment - Fashion,REF52394598
T036804,2025-08-16 23:38:37,C01186,M0056,155605.4,,,success,C2M payment - F&B,REF89630819
T036805,2026-02-16 14:42:49,C00369,M0698,2111775.55,transfer,bank_transfer,success,C2M payment - Automotive,REF40734975
T036806,2025-10-21 18:44:54,C01294,M0516,2757046.99,QRIS,QRIS,success,C2M payment - Electronics,REF73053063
T036807,2025-07-20 01:55:04,C00391,M0397,175972.23,EDC,debit,success,C2M payment - Grocery,REF62032952
T036808,2026-05-24 23:46:13,M0145,M0239,75000000.0,transfer,bank_transfer,success,M2M settlement - Fashion,REF33416405
T036809,2025-08-24 11:42:45,C01263,M0147,97219.7,EDC,debit,success,C2M payment - F&B,REF84460884
T036810,2026-01-21 20:29:22,C00104,M0197,62359.01,EDC,debit,failed,C2M payment - F&B,REF04824100
T036811,2025-08-27 16:21:11,C01111,M0030,185291.86,QRIS,QRIS,success,C2M payment - F&B,REF92300701
T036812,2025-11-20 22:36:04,C01805,M0192,105594.53,QRIS,QRIS,success,C2M payment - F&B,REF32903191
T036813,2026-01-14 11:02:07,C01058,M0189,78507.57,QRIS,QRIS,success,C2M payment - F&B,REF60415913
T036814,2026-01-30 22:47:17,C00559,M0421,169342.28,QRIS,QRIS,success,C2M payment - Grocery,REF81980899
T036815,2025-07-08 00:01:00,C00404,M0246,214991.97,QRIS,QRIS,success,C2M payment - Fashion,REF66800500
T036816,2025-11-22 01:18:35,C01524,M0669,2268964.35,transfer,bank_transfer,success,C2M payment - Automotive,REF66051180
T036817,2025-07-24 16:43:20,C01364,M0283,1344010.0,transfer,bank_transfer,success,C2M payment - Fashion,REF11127516
T036818,2025-12-27 02:16:10,C01200,M0695,2218643.32,transfer,bank_transfer,success,C2M payment - Automotive,REF88303836
T036819,2025-11-09 05:29:22,C01356,M0400,427197.48,EDC,credit_card,success,C2M payment - Grocery,REF25390311
T036820,2026-03-31 00:29:18,C00125,M0381,455981.15,EDC,debit,failed,C2M payment - Grocery,REF91107868
T036821,2025-09-02 07:26:59,M0596,M0022,19575570.64,transfer,bank_transfer,success,M2M settlement - F&B,REF77703724
T036822,2025-12-29 04:01:04,M0265,M0346,25915251.09,transfer,bank_transfer,success,M2M settlement - Fashion,REF89664032
T036823,2026-06-13 11:30:22,M0286,M0519,17568463.57,transfer,bank_transfer,success,M2M settlement - Electronics,REF18186740
T036824,2026-02-04 13:47:38,C01494,M0378,86680.53,EDC,credit_card,success,C2M payment - Grocery,REF26431429
T036825,2025-12-23 02:56:16,C00718,M0323,2624518.32,QRIS,QRIS,success,C2M payment - Fashion,REF62997759
T036826,2026-01-13 11:28:43,C00932,M0344,444715.8,QRIS,QRIS,success,C2M payment - Fashion,REF67960513
T036827,2025-07-31 09:13:07,C01372,M0462,119823.78,EDC,credit_card,success,C2M payment - Grocery,REF77672838
T036828,2026-04-14 13:05:23,C00947,M0058,58187.62,QRIS,QRIS,success,C2M payment - F&B,REF97286194
T036829,2026-05-11 17:15:00,C00506,M0100,87570.49,EDC,credit_card,success,C2M payment - F&B,REF39193752
T036830,2026-02-27 18:24:40,C00789,M0285,397968.07,EDC,debit,success,C2M payment - Fashion,REF98772466
T036831,2025-10-29 11:09:25,C01567,M0390,688869.7,QRIS,QRIS,pending,C2M payment - Grocery,REF18706220
T036832,2025-07-08 01:24:29,C00123,M0247,1052852.38,QRIS,QRIS,success,C2M payment - Fashion,REF17109281
T036833,2026-02-18 04:31:15,C00505,M0047,31389.1,EDC,debit,failed,C2M payment - F&B,REF65748715
T036834,2026-01-05 03:53:30,C01147,M0349,844900.02,QRIS,QRIS,success,C2M payment - Fashion,REF22569915
T036835,2025-11-14 08:30:11,C01027,M0594,1309965.9,transfer,bank_transfer,success,C2M payment - Electronics,REF31154297
T036836,2025-09-15 19:29:18,C00943,M0562,2156151.26,EDC,debit,pending,C2M payment - Electronics,REF39442593
T036837,2025-08-05 12:43:00,C01908,M0541,2991000.73,QRIS,QRIS,success,C2M payment - Electronics,REF42798664
T036838,2025-07-05 02:28:20,C00686,M0311,1316542.42,QRIS,QRIS,success,C2M payment - Fashion,REF59311398
T036839,2026-01-20 18:58:02,M0029,M0146,4201311.41,QRIS,QRIS,success,M2M settlement - F&B,REF34188454
T036840,2026-05-10 02:19:23,C00269,M0534,2550931.3,EDC,debit,success,C2M payment - Electronics,REF76950270
T036841,2025-09-20 20:11:39,M0678,M0371,14769515.04,transfer,bank_transfer,success,M2M settlement - Grocery,REF32690141
T036842,2025-08-20 10:27:28,C00196,M0032,103042.3,EDC,credit_card,success,C2M payment - F&B,REF96527332
T036843,2026-01-14 04:13:10,C01388,M0189,103633.36,QRIS,QRIS,success,C2M payment - F&B,REF17511233
T036844,2026-04-24 01:30:05,C01751,M0186,321318.99,QRIS,QRIS,success,C2M payment - F&B,REF76134243
T036845,2025-10-04 02:09:32,C00896,M0700,2368367.67,EDC,credit_card,success,C2M payment - Automotive,REF14868624
T036846,2026-04-12 16:27:41,M0673,M0430,26399093.74,transfer,bank_transfer,success,M2M settlement - Grocery,REF59856968
T036847,2025-07-19 05:45:24,C00010,M0470,101128.84,EDC,debit,success,C2M payment - Grocery,REF15282015
T036848,2025-08-20 21:42:37,C00420,M0190,77615.8,QRIS,QRIS,success,C2M payment - F&B,REF56127823
T036849,2026-05-16 23:40:55,C00523,M0388,110011.22,QRIS,QRIS,success,C2M payment - Grocery,REF75691646
T036850,2026-02-17 08:38:06,M0185,M0266,16670917.92,transfer,bank_transfer,success,M2M settlement - Fashion,REF37017615
T036851,2025-08-12 05:55:19,C01715,M0420,304224.52,EDC,credit_card,success,C2M payment - Grocery,REF34031575
