trx_id,timestamp,source_id,target_id,amount,channel,status,description,ref_number
T009910,2025-11-02 09:38:12,M0345,M0363,1577530.0,QRIS,success,Pembelian stok,REF46487191
T010564,2025-08-16 12:25:40,M0357,M0342,2279853.0,transfer,success,,REF63605170
T023629,2025-10-25 02:26:41,M0142,M0164,2718408.0,transfer,success,Pembayaran bahan,REF53820677
T019131,2026-01-01 00:30:05,M0047,M0101,7155357.0,transfer,success,,REF27914693
T042877,2026-03-17 16:56:12,C00416,M0173,121420.0,QRIS,success,,REF91498995
T000771,2025-12-15 20:09:57,M0316,M0287,6841920.0,transfer,success,Pembelian stok,REF17746214
T032394,2025-11-04 10:05:56,C01633,M0155,20236.0,QRIS,success,,REF23128489
T011331,2025-09-02 23:54:04,M0193,M0129,9844282.0,transfer,success,Bayar supplier,REF58255274
T002003,2025-09-02 05:38:18,M0061,M0030,881392.0,transfer,success,Pelunasan,REF38989621
T042196,2026-06-09 16:48:06,C01816,M0319,152336.0,EDC,success,,REF22643773
T034731,2025-09-13 06:42:16,C01254,M0100,34622.0,EDC,success,,REF79564610
T039906,2025-11-13 11:53:06,C01424,M0294,92629.0,EDC,success,,REF54974482
T009161,2026-02-24 17:32:29,M0194,M0140,3625097.0,transfer,success,Pelunasan,REF36412357
T008861,2025-12-09 20:33:36,M0123,M0166,7183784.0,transfer,success,Transfer pembayaran,REF57099157
T031419,2025-10-02 13:08:27,C00225,M0183,170395.0,QRIS,success,,REF13845453
T012358,2025-09-04 05:48:13,M0136,M0179,3765568.0,transfer,success,,REF62892219
T029105,2026-05-19 00:22:04,C01380,M0224,27946.0,QRIS,success,,REF60032628
T038540,2026-01-04 10:29:53,C01308,M0297,135147.0,QRIS,success,,REF30463629
T044434,2025-11-29 06:44:19,C01194,M0136,26361.0,QRIS,success,,REF39245265
T001976,2025-11-09 01:04:02,M0233,M0261,2656933.0,transfer,success,Payment invoice,REF45845289
T011760,2026-05-25 19:32:29,M0254,M0201,-7571507.0,QRIS,success,Refund - barang rusak,REF91280916
T002518,2026-05-21 10:07:58,M0012,M0043,2047560.0,transfer,success,Pembelian stok,REF27366627
T007517,2026-04-16 04:46:11,M0136,M0179,543175.0,transfer,success,Pembayaran bulanan,REF36716240
T007231,2026-05-23 15:24:09,M0357,M0342,7058182.0,transfer,success,,REF32277231
T017034,2026-03-28 15:45:58,M0181,M0177,6465057.0,transfer,success,,REF95193892
T018214,2026-01-23 13:05:06,M0188,M0184,20590004.0,QRIS,failed,Pembelian stok,REF59645612
T028531,2026-02-17 18:46:29,C00124,M0324,76700.0,transfer,success,,REF03416580
T010745,2026-03-20 20:09:56,M0143,M0195,2261120.0,transfer,success,Pembelian stok,REF11522033
T019112,2026-05-07 21:08:20,M0265,M0231,20409902.0,QRIS,success,Payment invoice,REF24796076
T014140,2026-04-28 11:23:36,M0393,M0360,876560.0,QRIS,success,DP pembelian,REF12007487
T038364,2025-11-07 10:02:49,C00238,M0295,133082.0,transfer,success,,REF05815195
T020967,2025-09-10 11:56:28,M0356,M0185,1445029.0,EDC,success,Transfer pembayaran,REF59165789
T032538,2026-04-23 02:07:28,C00834,M0046,18617.0,EDC,success,,REF61166312
T021625,2026-06-29 16:06:59,M0071,M0406,13184305.0,transfer,success,Pembelian stok,REF12326729
T023801,2026-03-03 17:54:00,M0211,M0204,358143.0,transfer,pending,Pembayaran bahan,REF26715499
T037332,2026-01-02 02:20:05,C01653,M0378,88238.0,EDC,success,,REF34650685
T002984,2026-03-15 02:00:30,M0218,M0202,727429.0,QRIS,success,,REF07231288
T035423,2025-09-25 12:28:34,C00936,M0378,27859.0,QRIS,failed,,REF55877953
T029071,2025-11-29 07:32:00,C01104,M0315,309643.0,QRIS,success,,REF54504081
T027785,2026-04-30 06:05:35,C00688,M0238,15410.0,QRIS,success,,REF79922723
T001482,2026-02-08 14:15:32,M0082,M0035,1805371.0,transfer,success,Pembayaran bahan,REF88450562
T023381,2026-02-26 13:38:33,M0367,M0075,3704892.0,transfer,success,,REF32681408
T042958,2025-09-04 14:39:58,C01409,M0019,174995.0,transfer,success,,REF67703020
T015974,2026-05-08 12:06:00,M0380,M0363,7919400.0,EDC,failed,Bayar tagihan,REF14118823
T034393,2025-07-13 16:22:15,C01429,M0326,103765.0,QRIS,success,,REF93070006
T005513,2025-08-12 18:06:50,M0353,M0383,19574803.0,EDC,success,,REF19364897
T045249,2026-06-09 19:46:09,C00983,M0078,234660.0,EDC,success,,REF06399880
T022076,2025-08-14 03:57:20,M0249,M0263,1044396.0,QRIS,success,,REF59939137
T023894,2026-03-13 05:35:34,M0045,M0034,4200816.0,QRIS,success,,REF85657246
T043707,2025-12-14 22:51:14,C00661,M0270,33561.0,QRIS,success,,REF17545948
T037189,2025-12-27 12:21:09,C01060,M0211,200185.0,QRIS,success,,REF23962399
T010805,2025-08-04 06:35:04,M0113,M0076,1476051.0,EDC,success,Pembayaran bahan,REF09710782
T019551,2025-07-05 19:19:37,M0124,M0160,,EDC,failed,Payment invoice,REF57704647
T014590,2026-06-23 17:03:52,M0405,M0262,7427714.0,EDC,success,,REF33694401
T022330,2025-11-17 17:54:39,M0282,M0287,7880802.0,EDC,success,,REF38842801
T028185,2025-10-27 22:34:11,C01935,M0046,14336.0,transfer,success,,REF76037912
T025912,2026-04-26 15:59:20,M0154,M0192,2747866.0,EDC,success,Pelunasan,REF21818046
T010513,2026-01-30 00:24:07,M0337,M0292,1057279.0,transfer,success,,REF85092958
T010732,2025-11-05 23:10:27,M0194,M0140,2038782.0,transfer,success,,REF31374085
T038869,2026-02-19 22:58:56,C01244,M0064,190456.0,EDC,success,,REF38114866
T040095,2025-08-31 10:03:49,C00350,M0113,14725.0,EDC,success,,REF64075469
T011119,2026-02-04 18:13:04,M0001,M0076,730751.0,transfer,success,Pelunasan,REF21169193
T025342,2026-03-03 19:39:14,M0200,M0151,2355287.0,QRIS,success,Transfer pembayaran,REF46499163
T030712,2025-07-30 23:10:40,C00840,M0080,349434.0,QRIS,success,,REF46275800
T043156,2025-12-31 17:44:41,C00183,M0010,30125.0,QRIS,success,,REF39382028
T008346,2026-01-29 04:45:36,M0037,M0101,9705964.0,transfer,success,,REF01695819
T000152,2026-02-26 04:19:47,M0357,M0342,2654148.0,transfer,success,Pembayaran bahan,REF77929130
T015202,2026-03-11 16:45:14,M0048,M0101,2383169.0,transfer,success,,REF44030908
T002362,2026-04-07 03:28:34,M0398,M0387,1939697.0,QRIS,success,Pembayaran bahan,REF72730281
T041161,2025-08-23 08:19:28,C01616,M0338,146700.0,QRIS,success,,REF77525361
T043194,2025-09-12 03:36:15,C00698,M0368,414789.0,EDC,success,,REF49728496
T004209,2026-06-13 12:40:23,M0197,M0182,972851.0,transfer,success,Pembelian stok,REF64418856
T004207,2026-06-15 23:13:58,M0268,M0264,6447772.0,transfer,success,,REF24339472
T004100,2026-02-01 17:05:21,M0071,M0406,20305285.0,transfer,success,Bayar supplier,REF97367180
T010424,2025-12-14 00:24:21,M0168,M0140,1236889.0,EDC,success,Pelunasan,REF14177493
T003124,2026-05-28 21:50:49,M0254,M0227,2428850.0,transfer,success,DP pembelian,REF63106006
T040470,2025-11-14 06:02:05,C01750,M0150,83571.0,QRIS,success,,REF63688937
T033333,2026-01-22 22:40:11,C01056,M0371,106843.0,EDC,success,,REF14616625
T023153,2026-02-13 01:22:27,M0389,M0358,18593201.0,transfer,success,Bayar supplier,REF46635187
T000936,2025-12-06 14:52:44,M0045,M0034,14138328.0,transfer,success,Bayar supplier,REF01708413
T032959,2026-06-25 20:35:51,C00904,M0285,48630.0,QRIS,success,,REF40272019
T006280,2026-01-12 20:21:38,M0081,M0101,10560853.0,transfer,success,,REF71477219
T028047,2025-12-09 10:36:41,C00300,M0403,135559.0,QRIS,success,,REF83604176
T033363,2026-01-10 04:14:14,C01397,M0296,450407.0,EDC,success,,REF28209192
T027394,2025-12-14 02:58:46,C01864,M0031,60177.0,QRIS,success,,REF04725394
T012018,2026-01-24 19:44:31,M0071,M0076,2881699.0,QRIS,success,,REF17552454
T014804,2026-03-30 23:03:55,M0275,M0219,399301.0,transfer,success,,REF31260291
T000341,2026-02-27 10:12:01,M0112,M0015,16164725.0,transfer,success,DP pembelian,REF33005837
T035560,2026-06-13 15:59:57,C00718,M0005,186515.0,EDC,success,,REF10747805
T037803,2026-03-06 09:35:34,C00119,M0281,84079.0,transfer,success,,REF18474194
T010340,2025-08-02 22:35:07,M0078,M0002,1449817.0,QRIS,success,Pembelian stok,REF05757205
T001746,2025-08-07 02:20:39,M0402,M0131,,QRIS,pending,DP pembelian,REF07493681
T035675,2026-04-10 05:56:50,C01672,M0037,86055.0,EDC,success,,REF23215338
T011533,2026-03-07 16:06:14,M0174,M0140,1523212.0,transfer,success,Bayar supplier,REF96791183
T006065,2026-02-02 07:06:14,M0181,M0166,1487495.0,EDC,success,Payment invoice,REF15460413
T010137,2025-10-20 21:43:46,M0159,M0137,1854241.0,QRIS,success,Payment invoice,REF59600739
T030872,2025-09-23 20:04:39,C00428,M0011,61697.0,QRIS,success,,REF49492834
T038766,2025-10-18 19:54:32,C00005,M0254,,transfer,pending,,REF81256094
T033175,2025-07-05 18:55:05,C00233,M0021,32496.0,QRIS,success,,REF91551906
T029031,2025-11-26 21:02:15,C00104,M0377,105020.0,QRIS,success,,REF66302084
T029703,2026-05-06 03:15:48,C00655,M0270,63252.0,,success,,REF48542185
T027615,2026-05-08 12:32:28,C00926,M0012,62918.0,QRIS,success,,REF82029011
T008114,2026-01-04 23:44:25,M0210,M0208,2740972.0,transfer,success,Bayar supplier,REF67989337
T006278,2026-03-29 06:23:28,M0188,M0184,11114537.0,QRIS,pending,Pembayaran bulanan,REF46697074
T007178,2025-11-27 13:45:07,M0163,M0149,529959.0,QRIS,success,Bayar tagihan,REF00684091
T019085,2025-12-30 22:54:51,M0103,M0030,3560664.0,transfer,success,Pembelian stok,REF15963704
T003180,2025-11-03 13:41:58,M0226,M0262,765898.0,transfer,success,Bayar supplier,REF28296478
T020486,2025-08-27 22:42:29,M0282,M0286,953700.0,transfer,success,Payment invoice,REF41465884
T002204,2025-08-21 19:49:23,M0111,M0035,2178219.0,transfer,success,,REF72401894
T042279,2026-01-08 21:31:20,C00977,M0279,65804.0,transfer,success,,REF52755913
T013812,2025-07-31 21:04:37,M0396,M0387,7447180.0,transfer,success,,REF44269880
T028924,2025-11-08 18:10:24,C01624,M0392,73230.0,QRIS,success,,REF43020915
T032416,2025-08-14 12:19:18,C00095,M0334,117641.0,QRIS,success,,REF90333446
T017886,2025-09-07 17:49:26,M0323,M0287,5285334.0,EDC,success,Bayar supplier,REF77516452
T036743,2026-05-09 15:19:21,C00580,M0098,79710.0,transfer,success,,REF44296829
T026423,2026-02-27 15:02:01,M0268,M0257,9627035.0,EDC,success,,REF73458209
T017743,2025-10-27 14:21:18,M0008,M0034,6098212.0,transfer,success,Transfer pembayaran,REF13373833
T037673,2025-07-25 23:32:19,C01040,M0384,365494.0,transfer,success,,REF34179041
T024975,2025-08-13 17:22:07,M0372,M0342,,transfer,pending,Payment invoice,REF70184311
T017970,2026-01-09 06:18:30,M0037,M0101,17736099.0,QRIS,success,Bayar supplier,REF46356792
T011237,2025-09-12 01:59:34,M0213,M0278,2058375.0,QRIS,success,Pembayaran bahan,REF91300301
T001250,2026-01-05 10:08:08,M0374,M0341,494870.0,EDC,success,,REF78851859
T013362,2026-03-21 18:21:26,M0125,M0199,2728371.0,transfer,success,,REF27084798
T024909,2025-10-06 05:50:57,M0090,M0069,6875089.0,transfer,success,Transfer pembayaran,REF10375698
T001178,2026-05-24 01:39:38,M0098,M0088,21316597.0,transfer,success,Pelunasan,REF02278327
T008154,2025-10-06 23:44:14,M0040,M0101,10688831.0,,success,Bayar tagihan,REF36776283
T009253,2025-10-24 09:11:04,M0200,M0149,21653108.0,EDC,success,,REF98496979
T039055,2026-04-01 13:07:36,C00079,M0216,185332.0,QRIS,success,,REF83611675
T043739,2026-03-16 16:54:47,C01315,M0052,61968.0,QRIS,success,,REF84633426
T024885,2025-09-29 16:01:15,M0194,M0140,19922111.0,transfer,success,Pembayaran bahan,REF18117882
T036069,2026-05-17 22:33:50,C00923,M0225,258717.0,QRIS,success,,REF73432711
T036831,2025-08-31 06:48:59,C01297,M0251,21457.0,EDC,success,,REF19982062
T017603,2026-03-31 17:44:48,M0136,M0195,3669722.0,transfer,success,,REF65047593
T032251,2026-04-29 16:28:41,C00918,M0394,213591.0,QRIS,success,,REF58349105
T022117,2026-01-19 14:26:17,M0106,M0035,7494865.0,QRIS,failed,Transfer pembayaran,REF44362590
T003382,2026-06-01 23:43:38,M0049,M0101,7093421.0,transfer,success,Bayar supplier,REF10937204
T040947,2026-03-02 15:42:14,C01617,M0323,635479.0,EDC,success,,REF79617126
T030824,2025-12-13 23:31:43,C00308,M0250,214586.0,EDC,success,,REF36829748
T020293,2025-08-17 13:58:31,M0013,M0062,997903.0,transfer,success,,REF51356292
T021027,2025-10-07 07:36:10,M0173,M0184,471504.0,QRIS,success,Pembayaran bulanan,REF13740160
T001574,2025-08-08 06:13:08,M0374,M0343,11657150.0,EDC,success,,REF58833622
T007561,2026-03-21 14:07:52,M0237,M0263,954521.0,transfer,success,Pembayaran bulanan,REF19942117
T022128,2025-12-06 13:40:59,M0386,M0342,19656215.0,transfer,success,DP pembelian,REF51843796
T031139,2025-08-16 21:50:12,C01794,M0087,320570.0,EDC,success,,REF78171464
T014211,2025-11-09 18:10:40,M0225,M0231,1109304.0,transfer,success,Pelunasan,REF28347272
T005958,2026-01-28 14:48:55,M0056,M0035,1372482.0,transfer,success,Pelunasan,REF08707217
T014542,2025-07-05 08:52:37,M0384,M0364,5658822.0,transfer,success,Bayar supplier,REF34388398
T005644,2026-04-24 17:37:41,M0226,M0295,1104735.0,QRIS,success,DP pembelian,REF78279157
T032587,2025-07-12 16:06:30,C01719,M0124,28031.0,EDC,success,,REF68048558
T043414,2025-09-10 21:49:46,C01744,M0111,32618.0,QRIS,success,,REF88362206
T037907,2025-11-28 07:02:19,C00556,M0153,60747.0,EDC,success,,REF38833870
T037355,2026-03-04 18:14:29,C00274,M0011,537804.0,QRIS,success,,REF66370254
T017173,2025-12-11 06:36:10,M0181,M0184,1823225.0,transfer,success,Transfer pembayaran,REF40287678
T042311,2026-04-17 21:47:36,C00515,M0297,539919.0,QRIS,success,,REF91984370
T042863,2025-07-04 16:43:21,C01935,M0021,584654.0,QRIS,success,,REF81852645
T007949,2025-11-24 02:48:34,M0003,M0035,10921775.0,transfer,success,Bayar supplier,REF22563540
T000224,2026-03-20 19:15:55,M0266,M0261,588558.0,QRIS,success,Pembayaran bahan,REF79396415
T031962,2025-09-12 11:02:07,C01262,M0150,79598.0,QRIS,success,,REF92956095
T043393,2025-10-02 10:31:11,C00700,M0289,17138.0,QRIS,success,,REF09887787
T040054,2026-05-13 18:55:24,C00307,M0247,60899.0,EDC,success,,REF20597057
T041685,2026-06-25 01:50:40,C01333,M0155,16451.0,QRIS,success,,REF82771239
T043884,2025-09-08 20:50:16,C00693,M0356,45332.0,EDC,success,,REF36834104
T034589,2026-05-19 08:57:12,C00562,M0301,259503.0,QRIS,success,,REF94685941
T029327,2026-02-21 14:20:04,C01910,M0209,-77146.0,QRIS,success,Pengembalian,REF81310849
T017266,2025-08-16 17:41:27,M0196,M0146,7101248.0,QRIS,success,Pembayaran bahan,REF68402596
T015582,2025-08-18 14:44:51,M0170,M0166,3972387.0,transfer,success,,REF46149089
T013443,2025-09-13 12:30:57,M0124,M0151,2077927.0,transfer,success,Transfer pembayaran,REF04622313
T020624,2025-08-29 07:47:17,M0157,M0052,22465622.0,transfer,success,Bayar tagihan,REF13167395
T044037,2025-10-25 00:08:21,C01297,M0349,94059.0,QRIS,success,,REF01213781
T006645,2026-02-04 03:57:47,M0159,M0147,7162242.0,QRIS,success,Bayar tagihan,REF61229196
T034795,2026-06-15 00:05:04,C00581,M0154,56500.0,EDC,success,,REF57042107
T045586,2026-06-03 12:38:09,M0259,M0245,10782057.0,transfer,success,Pelunasan,REF55951986
T011348,2025-09-25 03:50:37,M0026,M0032,13495903.0,transfer,success,,REF26344054
T005720,2025-09-19 16:43:26,M0161,M0182,1365631.0,transfer,success,,REF67977934
T040468,2025-12-17 00:10:13,C00720,M0229,20003.0,QRIS,success,,REF92123565
T029390,2026-01-13 12:25:11,C01234,M0145,627066.0,EDC,success,,REF15143336
T036928,2026-03-26 21:22:23,C00388,M0194,-105887.0,transfer,success,Retur barang,REF91788681
T032390,2026-06-28 14:02:02,C01030,M0188,129272.0,QRIS,success,,REF37521877
T033775,2025-08-27 14:01:58,C01197,M0384,246652.0,QRIS,success,,REF49351359
T037047,2025-08-01 04:47:11,C01010,M0393,292973.0,transfer,success,,REF72455720
T044682,2026-04-12 17:05:43,C01639,M0027,26201.0,QRIS,success,,REF78340193
T008335,2025-12-06 18:57:11,M0185,M0139,1527426.0,QRIS,success,DP pembelian,REF89866663
T011116,2026-06-11 04:13:57,M0122,M0140,1753907.0,EDC,success,Payment invoice,REF32763852
T044712,2025-10-13 17:17:07,C01742,M0309,167851.0,QRIS,success,,REF68977706
T032420,2025-11-18 20:23:07,C00737,M0300,214433.0,QRIS,success,,REF48726002
T039478,2025-10-18 13:40:00,C00503,M0143,57865.0,QRIS,success,,REF03480315
T043061,2025-11-30 15:33:02,C01069,M0290,243993.0,EDC,success,,REF16815962
T015248,2026-03-26 00:05:00,M0123,M0191,13899932.0,QRIS,success,Pembayaran bahan,REF68767837
T013299,2026-03-01 01:31:24,M0106,M0035,10375857.0,transfer,success,,REF60225624
T010158,2025-08-07 07:20:08,M0267,M0401,5236261.0,transfer,success,Bayar supplier,REF15257457
T035939,2026-02-09 03:38:54,C00089,M0055,425144.0,QRIS,success,,REF71636044
T045022,2025-08-08 12:15:20,M0154,M0144,10424908.0,transfer,success,,REF61850180
T010727,2026-06-03 19:24:00,M0251,M0231,1546456.0,QRIS,success,,REF55855983
T014913,2026-03-13 10:49:10,M0209,M0231,733550.0,transfer,success,Pelunasan,REF71824933
T023097,2026-06-13 06:52:08,M0210,M0231,2900166.0,transfer,success,,REF35327047
T026177,2026-06-25 10:09:29,M0367,M0387,590300.0,EDC,success,Pembayaran bulanan,REF12559188
T018591,2025-12-30 21:38:59,M0338,M0287,2801344.0,QRIS,success,Pembelian stok,REF74147585
T020064,2025-11-29 14:57:28,M0145,M0140,724730.0,transfer,success,,REF50422204
T043759,2026-02-24 15:35:22,C00436,M0026,53019.0,QRIS,success,,REF80517046
T034516,2025-09-05 16:48:47,C01221,M0382,14006.0,EDC,success,,REF70090583
T009748,2026-02-12 04:33:26,M0075,M0406,2051763.0,QRIS,success,,REF35262930
T019212,2025-11-13 16:31:15,M0159,M0140,704702.0,QRIS,success,,REF77766432
T023481,2026-04-19 08:15:08,M0104,M0054,895597.0,transfer,success,,REF50961265
T019572,2025-07-03 23:48:56,M0259,M0205,8154245.0,,success,Bayar supplier,REF89855927
T016337,2026-05-11 15:36:52,M0250,M0258,4970127.0,transfer,success,Pembayaran bahan,REF89078572
T004589,2026-06-18 21:46:39,M0012,M0043,5501162.0,transfer,success,Pelunasan,REF82665587
T017816,2026-06-27 11:53:34,M0213,M0252,7365857.0,transfer,success,,REF67854354
T014703,2026-05-15 12:13:13,M0373,M0341,1831436.0,transfer,failed,Pembayaran bulanan,REF80230217
T043836,2026-02-21 00:49:18,C00539,M0290,71971.0,EDC,failed,,REF23242984
T028797,2026-06-18 03:57:17,C00263,M0269,28940.0,QRIS,success,,REF96423068
T040842,2026-02-12 08:06:22,C01385,M0075,63886.0,QRIS,success,,REF01478114
T001768,2026-05-26 20:25:07,M0047,M0077,14207471.0,transfer,success,Bayar supplier,REF57794609
T009270,2025-08-05 02:24:03,M0200,M0158,1547337.0,transfer,success,,REF53850346
T030031,2025-08-15 02:12:55,C00176,M0318,305520.0,EDC,success,,REF60536011
T000367,2026-01-07 23:32:37,M0380,M0342,7028542.0,transfer,success,Bayar supplier,REF37321120
T038778,2026-04-07 19:20:58,C00508,M0301,91915.0,QRIS,success,,REF75160492
T037229,2025-09-03 05:36:56,C01872,M0310,258010.0,QRIS,success,,REF64376749
T037619,2025-12-06 11:02:56,C00212,M0103,167868.0,transfer,success,,REF92934844
T031106,2025-07-31 03:52:47,C00004,M0318,103701.0,QRIS,success,,REF39778675
T010111,2025-11-16 05:32:04,M0352,M0342,18446076.0,transfer,success,Bayar tagihan,REF99766369
T043527,2026-02-15 03:03:55,C00320,M0349,37585.0,QRIS,success,,REF42959686
T037979,2026-04-09 15:16:19,C00787,M0047,16031.0,QRIS,success,,REF69164027
T010203,2025-12-17 12:02:13,M0134,M0144,20014949.0,transfer,success,,REF63195516
T007913,2026-03-03 09:12:28,M0274,M0243,1030957.0,QRIS,success,,REF89521764
T005687,2026-02-13 12:44:56,M0126,M0367,2045634.0,EDC,success,,REF76984291
T006455,2026-04-10 15:04:27,M0055,M0101,18717277.0,transfer,success,Pembelian stok,REF52031313
T044323,2025-12-23 19:57:02,C01380,M0236,453712.0,EDC,success,,REF71705940
T024044,2025-08-01 20:59:36,M0161,M0131,735680.0,QRIS,success,Transfer pembayaran,REF48686155
T015747,2025-07-25 01:24:26,M0259,M0261,1059347.0,QRIS,success,Pembelian stok,REF51151500
T023568,2025-10-09 23:53:35,M0378,M0381,12937424.0,EDC,success,Pelunasan,REF03206590
T035865,2025-11-27 13:13:49,C00052,M0117,29991.0,transfer,success,,REF74572651
T008425,2026-05-24 20:13:00,M0183,M0160,1427059.0,transfer,success,,REF67503411
T035975,2025-10-22 15:51:03,C00601,M0259,147622.0,EDC,success,,REF63366443
T007505,2026-02-13 06:13:14,M0282,M0287,572770.0,transfer,success,Bayar supplier,REF32390745
T026630,2025-07-27 11:36:41,M0037,M0406,1995553.0,EDC,success,,REF86488760
T009518,2025-08-18 01:37:46,M0266,M0257,728244.0,transfer,success,DP pembelian,REF79634530
T001647,2025-12-24 14:05:27,M0189,M0131,727018.0,EDC,success,Payment invoice,REF44759872
T017129,2026-06-15 00:04:18,M0047,M0101,11984737.0,transfer,success,Bayar supplier,REF69329778
T020109,2025-10-10 11:04:45,M0118,M0054,3763271.0,transfer,success,,REF23417999
T014104,2025-08-01 04:01:21,M0259,M0205,2821110.0,transfer,success,Bayar tagihan,REF31582897
T036660,2025-12-05 20:44:26,C01643,M0091,625708.0,QRIS,success,,REF51956942
T017079,2025-07-31 20:31:05,M0235,M0231,1280589.0,transfer,success,,REF89349822
T028419,2026-03-10 04:24:54,C00670,M0318,594909.0,QRIS,success,,REF27249808
T030163,2026-05-10 14:07:15,C01625,M0052,,EDC,pending,,REF81772580
T045223,2025-08-29 10:58:23,M0347,M0341,4868118.0,transfer,success,,REF97608805
T023926,2025-12-04 18:35:23,M0170,M0141,14837520.0,EDC,success,Transfer pembayaran,REF27455177
T044751,2026-01-24 22:53:28,C00050,M0293,14818.0,QRIS,success,,REF30856976
T027231,2026-01-09 17:30:35,C01205,M0300,148372.0,QRIS,success,,REF49278437
T043930,2025-11-28 16:17:28,C00969,M0093,36719.0,QRIS,success,,REF83553994
T034213,2026-04-04 20:24:11,C01610,M0097,43632.0,QRIS,success,,REF25674362
T038147,2025-10-24 18:49:50,C00112,M0267,29641.0,QRIS,success,,REF98017683
T040141,2026-03-08 21:34:32,C00414,M0285,28516.0,QRIS,success,,REF43462210
T034794,2026-04-28 12:13:19,C01071,M0280,16534.0,QRIS,success,,REF93699863
T005938,2026-02-14 19:11:43,M0255,M0205,690068.0,EDC,success,,REF72453485
T001227,2026-01-09 02:59:54,M0247,M0263,7262476.0,QRIS,success,,REF34881874
T023561,2026-03-07 13:44:46,M0222,M0258,701943.0,transfer,success,,REF99072310
T013116,2026-05-13 20:29:24,M0073,M0035,8473667.0,EDC,success,Pelunasan,REF64045770
T022241,2025-07-25 07:42:47,M0325,M0287,929242.0,EDC,success,,REF19289528
T013863,2025-12-02 12:38:06,M0405,M0242,2703447.0,QRIS,success,Transfer pembayaran,REF75846853
T040372,2025-10-15 11:40:51,C01750,M0274,87961.0,QRIS,success,,REF36515668
T009504,2025-10-04 18:17:59,M0372,M0305,2934609.0,transfer,success,Pembayaran bahan,REF42711527
T013605,2025-07-07 20:22:58,M0347,M0343,602023.0,EDC,success,Pembelian stok,REF52165194
T045734,2026-05-08 15:16:16,M0274,M0243,8481053.0,transfer,success,,REF95485057
T038957,2026-03-08 21:52:23,C01675,M0247,62322.0,QRIS,success,,REF02130088
T030494,2026-02-05 21:41:48,C00612,M0124,50803.0,EDC,success,,REF84508593
T002401,2026-05-14 12:35:23,M0385,M0341,1678320.0,transfer,failed,Transfer pembayaran,REF13591237
T039769,2025-07-08 02:58:38,C00900,M0215,43136.0,EDC,pending,,REF80172587
T028418,2025-10-08 13:36:10,C00138,M0315,542916.0,transfer,success,,REF48220747
T032359,2026-06-20 06:49:17,C01931,M0200,54368.0,QRIS,success,,REF80387391
T012525,2025-08-22 06:20:08,M0181,M0184,14964525.0,transfer,success,Transfer pembayaran,REF20324805
T033464,2025-11-01 14:55:01,C00495,M0145,63908.0,QRIS,success,,REF50106924
T016167,2025-07-14 10:55:51,M0122,M0140,12296076.0,transfer,success,DP pembelian,REF97791538
T001245,2025-08-27 21:50:22,M0232,M0252,5067295.0,EDC,success,DP pembelian,REF41558210
T037684,2025-12-25 18:40:18,C00069,M0023,14918.0,EDC,success,,REF13361231
T016930,2026-04-08 12:06:52,M0011,M0032,5420760.0,QRIS,success,,REF99283164
T038465,2026-03-16 22:35:41,C00254,M0190,423479.0,EDC,success,,REF30313726
T043806,2026-03-16 09:34:08,C00138,M0045,213982.0,QRIS,success,,REF46344171
T034560,2026-01-30 02:53:18,C01763,M0318,68902.0,transfer,success,,REF87839007
T043434,2025-09-06 10:41:01,C01356,M0329,17167.0,QRIS,success,,REF70226922
T019312,2025-10-28 09:54:33,M0150,M0129,5319838.0,QRIS,success,Transfer pembayaran,REF83116059
T027746,2026-04-10 23:17:43,C00103,M0109,18826.0,EDC,success,,REF34570351
T008116,2025-09-16 20:44:15,M0408,M0146,20371635.0,EDC,success,Bayar tagihan,REF74335410
T045788,2026-03-01 04:18:16,M0109,M0101,19358180.0,transfer,success,Transfer pembayaran,REF99146252
T001678,2026-05-23 08:49:26,M0126,M0182,3689961.0,QRIS,success,,REF44992571
T008551,2025-07-16 11:44:19,M0218,M0242,12783208.0,transfer,success,,REF02010320
T016530,2026-04-10 10:19:43,M0130,M0139,11793910.0,QRIS,success,Bayar tagihan,REF11958721
T003974,2026-05-29 04:27:30,M0016,M0088,8745202.0,QRIS,success,,REF10398435
T019895,2025-11-30 17:23:31,M0372,M0342,1367339.0,transfer,success,,REF25542775
T011914,2025-11-12 18:30:24,M0052,M0072,10888909.0,,success,Payment invoice,REF20010950
T007738,2025-10-04 19:06:33,M0170,M0141,2326176.0,EDC,success,Transfer pembayaran,REF74560848
T018959,2026-03-16 09:17:02,M0081,M0032,2140581.0,transfer,success,,REF42688015
T016945,2025-12-09 23:19:12,M0394,M0369,611581.0,transfer,success,,REF53932031
T029743,2025-09-23 20:03:56,C01403,M0042,496258.0,EDC,failed,,REF90144365
T038257,2026-02-03 02:41:50,C00391,M0368,38849.0,EDC,success,,REF46197981
T011597,2026-02-04 09:45:42,M0074,M0035,2985736.0,transfer,success,Bayar tagihan,REF98773894
T018348,2025-09-09 16:13:44,M0050,M0043,1740704.0,transfer,success,,REF11048632
T013736,2026-01-19 15:38:13,M0254,M0207,1117800.0,EDC,success,Pelunasan,REF90383400
T037327,2025-09-07 11:19:54,C01251,M0044,145610.0,EDC,success,,REF09275827
T000080,2025-12-07 23:15:35,M0190,M0195,2000512.0,transfer,success,Transfer pembayaran,REF57621195
