merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_bni_acquiring,produk_bni,tgl_registrasi,status,skala_usaha,avg_omzet_bulanan
M0399,Agen Pangan Buana,Grocery,distributor,supplier,Bekasi,Grand Galaxy,Ya,QRIS,2022-12-29,aktif,UMI,28478352.0
M0425,Pusat Grosir Nawasena Maju,Grocery,toko_kelontong,supplier,Jakarta,Pluit,Ya,QRIS,2021-09-27,aktif,UMI,83284610.0
M0424,Anugerah Pangan Center,Grocery,distributor,retailer,Bandung,Setiabudhi,Ya,QRIS + EDC,2021-12-11,aktif,UKE,800175990.0
M0662,PT Pusaka Distribusi Mandiri,Automotive,dealer,supplier,Bogor,Sentul,Ya,QRIS + EDC,2025-08-16,aktif,UME,1967110610.0
M0661,PT Mahardika Distribusi Internasional,Automotive,bengkel,supplier,Bandung,Dago,Ya,QRIS + EDC,2025-01-10,aktif,UBE,7036963476.0
M0483,Warung Kencana Mart,Grocery,minimarket,retailer,Jakarta,Sudirman,Ya,QRIS + EDC,2022-09-06,aktif,UMI,35521631.0
M0479,UD Mitra Sembako Internasional,Grocery,toko_kelontong,retailer,Depok,Cinere,Ya,QRIS + EDC,2023-02-03,aktif,UKE,356379562.0
M0478,Toko Pangan Sejahtera,Grocery,toko_kelontong,retailer,Tangerang,BSD,Ya,QRIS,2025-07-18,aktif,UMI,123701429.0
M0476,PT Makmur Distribusi Utama,Grocery,supermarket,supplier,Tangerang,Cipondoh,Ya,QRIS + EDC,2024-12-16,aktif,UME,1982157807.0
M0475,UD Gemilang Pangan Niaga Raya,Grocery,toko_kelontong,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,2021-04-14,aktif,UME,3265494561.0
M0474,Toko Sembako Pak Darto,Grocery,supermarket,retailer,Tangerang,Karawaci,Ya,QRIS,2021-09-05,aktif,UMI,96837740.0
M0473,Agen Pangan Sejahtera,Grocery,distributor,supplier,Bandung,Dago,Ya,QRIS,2023-12-03,aktif,UMI,73677518.0
M0392,Minimarket Sinar Juara,Grocery,distributor,retailer,Bekasi,Summarecon,Ya,QRIS + EDC,2023-02-15,aktif,UMI,50575491.0
M0389,Toko Pangan Nusantara,Grocery,toko_kelontong,retailer,Jakarta,Thamrin,Ya,QRIS,2021-07-19,aktif,UMI,46156474.0
M0420,Toko Sembako Kang Asep,Grocery,minimarket,retailer,Bandung,Braga,Ya,QRIS + EDC,2025-05-11,aktif,UKE,901521063.0
M0448,Prima Grosir Store,Grocery,toko_kelontong,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,2025-08-23,aktif,UKE,366633315.0
M0446,Mahardika Grosir Market,Grocery,supermarket,retailer,Jakarta,Tebet,Ya,QRIS + EDC,2022-07-19,aktif,UMI,29695438.0
M0445,Sembada Niaga Distribusi,Grocery,supermarket,supplier,Depok,Cimanggis,Ya,QRIS + EDC,2021-11-18,aktif,UKE,595890993.0
M0443,Kencana Retail Distribusi,Grocery,supermarket,supplier,Jakarta,Senayan,Ya,QRIS + EDC,2024-08-04,aktif,UKE,987806339.0
M0441,Agen Pangan Arunika,Grocery,supermarket,supplier,Depok,Sawangan,Ya,QRIS + EDC,2025-01-04,aktif,UMI,117904042.0
M0440,PT Prima Distribusi Retailindo,Grocery,minimarket,supplier,Jakarta,Menteng,Ya,QRIS + EDC,2023-12-31,aktif,UME,3247608074.0
M0408,UD Karya Grosir Nusantara,Grocery,toko_kelontong,retailer,Bekasi,Kemang Pratama,Ya,QRIS,2023-12-16,tidak aktif,UKE,730387455.0
M0406,PT Sentosa Pangan Nusantara,Grocery,toko_kelontong,retailer,Tangerang,Alam Sutera,Ya,QRIS + EDC,2021-09-11,aktif,UBE,6773135270.0
M0405,Minimarket Sinar Maju,Grocery,toko_kelontong,retailer,Depok,Cinere,Ya,QRIS,2025-04-14,aktif,UMI,35620026.0
M0436,CV Prima Mart Utama,Grocery,minimarket,retailer,Bekasi,Summarecon,Ya,QRIS + EDC,2022-06-25,aktif,UKE,502826767.0
M0435,PT Mitra Pangan Mandiri,Grocery,minimarket,retailer,Bogor,Bogor Tengah,Ya,QRIS + EDC,2025-08-03,aktif,UBE,6183053398.0
M0434,Minimarket Selaras Abadi,Grocery,distributor,retailer,Depok,Sawangan,Ya,QRIS,2024-12-27,aktif,UMI,35579588.0
M0430,PT Sahabat Distribusi Retailindo,Grocery,toko_kelontong,supplier,Jakarta,Senayan,Ya,QRIS + EDC,2022-08-16,aktif,UME,3170354606.0
M0027,CV Anugerah Horeka Nusantara,F&B,restaurant,retailer,Bekasi,Kemang Pratama,Ya,QRIS,2021-10-26,aktif,UKE,535299206.0
M0691,Toko Sparepart Mitra,Automotive,sparepart,retailer,Bandung,Dago,Ya,QRIS + EDC,2025-10-31,aktif,UMI,44277268.0
M0689,Ban & Oli Sahabat Sukses,Automotive,accessories,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,2024-04-27,aktif,UKE,670076717.0
M0688,Grosir Ban & Oli Gemilang,Automotive,dealer,supplier,Tangerang,BSD,Ya,QRIS + EDC,2022-12-24,aktif,UMI,56797643.0
M0685,PT Pusaka Otomotif Utama,Automotive,bengkel,retailer,Bekasi,Harapan Indah,Ya,QRIS,2021-08-15,aktif,UME,3513415626.0
M0684,Toko Sparepart Sentosa,Automotive,bengkel,retailer,Jakarta,Menteng,Ya,QRIS,2021-04-24,aktif,UMI,71090539.0
M0681,Mandala Sparepart House,Automotive,sparepart,retailer,Jakarta,Cempaka Putih,Ya,QRIS + EDC,2023-06-05,aktif,UME,2547124380.0
M0680,Auto Service Mandala,Automotive,bengkel,retailer,Jakarta,Kelapa Gading,Ya,QRIS + EDC,2024-08-06,aktif,UME,2566656567.0
M0693,CV Berseri Motor Indonesia,Automotive,dealer,retailer,Bogor,Dramaga,Ya,QRIS + EDC,2022-03-10,aktif,UKE,686466482.0
M0019,Sinar Sajian House,F&B,catering,retailer,Depok,Sawangan,Ya,QRIS,2024-09-07,aktif,UKE,655938145.0
M0018,Nusantara Sajian House,F&B,warung,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,2023-04-01,aktif,UME,1713607502.0
M0017,Dapur Pak Joko,F&B,restaurant,retailer,Bogor,Cibinong,Ya,QRIS + EDC,2022-02-23,aktif,UMI,86430138.0
M0015,Bakery Nawasena Juara,F&B,warung,retailer,Depok,Sawangan,Ya,QRIS,2024-12-01,aktif,UMI,17530932.0
M0014,Sembada Pangan Distribusi,F&B,catering,supplier,Bandung,Cihampelas,Ya,QRIS + EDC,2021-12-16,aktif,UME,3185683936.0
M0013,CV Sembada Distribusi Internasional,F&B,restaurant,supplier,Tangerang,Karawaci,Ya,QRIS,2025-05-23,aktif,UKE,775217347.0
M0043,Warung Kang Dedi,F&B,restaurant,retailer,Tangerang,Karawaci,Ya,QRIS,2021-12-02,aktif,UMI,78235628.0
M0041,CV Langgeng Horeka Sejahtera,F&B,restaurant,retailer,Bandung,Buah Batu,Ya,QRIS + EDC,2021-01-11,tidak aktif,UME,2627857244.0
M0040,Kedai Sembada Juara,F&B,cafe,retailer,Bandung,Cihampelas,Ya,QRIS,2025-04-19,aktif,UKE,487853055.0
M0629,Pusat Suku Cadang Nawasena Utama,Automotive,bengkel,supplier,Bogor,Sentul,Ya,QRIS + EDC,2025-04-02,aktif,UKE,471377580.0
M0659,PT Kencana Garage Mandiri,Automotive,dealer,retailer,Bogor,Tanah Sareal,Ya,QRIS + EDC,2026-01-14,aktif,UME,3142706190.0
M0657,Supplier Otomotif Mentari,Automotive,bengkel,supplier,Bandung,Buah Batu,Ya,QRIS + EDC,2023-11-16,aktif,UMI,38656848.0
M0654,Nawasena Auto Distribusi,Automotive,dealer,supplier,Depok,Cinere,Ya,QRIS + EDC,2021-05-10,aktif,UKE,556211553.0
M0653,PT Langgeng Otomotif Retailindo,Automotive,dealer,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,2024-11-26,aktif,UBE,7750222415.0
M0652,Auto Service Harmoni,Automotive,dealer,retailer,Bogor,Sentul,Ya,QRIS,2021-12-30,tidak aktif,UMI,90682560.0
M0649,Selaras Otomotif Store,Automotive,dealer,retailer,Bogor,Dramaga,Ya,QRIS + EDC,2022-08-25,tidak aktif,UME,3368662547.0
M0677,Ban & Oli Pelita Cemerlang,Automotive,bengkel,retailer,Jakarta,Cempaka Putih,Ya,QRIS,2023-03-24,aktif,UMI,116171005.0
M0036,Kafe Buana Mulia,F&B,cafe,retailer,Bekasi,Summarecon,Ya,QRIS,2022-04-16,aktif,UMI,66018669.0
M0035,Kedai Cakrawala Baru,F&B,restaurant,retailer,Jakarta,Thamrin,Ya,QRIS,2024-12-31,aktif,UMI,120750905.0
M0028,Kafe Lentera Utama,F&B,catering,retailer,Jakarta,Pluit,Ya,QRIS,2022-01-13,aktif,UMI,22368603.0
M0033,CV Jelita Distribusi Niaga Raya,F&B,restaurant,supplier,Bandung,Unknown,Ya,QRIS + EDC,2025-07-16,aktif,UKE,583626245.0
M0042,Distribusi Boga Selaras,F&B,warung,supplier,Tangerang,Gading Serpong,Ya,QRIS,2025-05-02,aktif,UMI,52318039.5
M0683,Auto Service Langgeng,Automotive,accessories,retailer,Tangerang,Unknown,Ya,QRIS + EDC,2024-02-24,aktif,UMI,41878340.0
M0426,Sejahtera Pangan Market,Grocery,distributor,retailer,Bandung,Unknown,Ya,QRIS,2021-11-06,tidak aktif,UMI,21479816.0
M0429,Toko Pangan Prima,Grocery,supermarket,retailer,Bogor,Unknown,Ya,QRIS,2026-01-29,aktif,UMI,33733337.0
M0449,CV Sinar Pangan Niaga Raya,Grocery,supermarket,retailer,Tangerang,Alam Sutera,Ya,QRIS + EDC,2021-07-19,aktif,UME,2376462342.0
M0472,Swalayan Mandala Sukses,Grocery,minimarket,retailer,Jakarta,Unknown,Ya,QRIS,2023-05-08,aktif,UME,1762617041.0
M0484,CV Makmur Niaga Indonesia,Grocery,supermarket,retailer,Depok,Unknown,Ya,QRIS + EDC,2025-12-26,aktif,UKE,620305582.0
M0398,Grosir Sembako Sahabat,Grocery,toko_kelontong,supplier,Bekasi,Unknown,Ya,QRIS,2021-10-31,aktif,UMI,101800537.0
M0404,Swalayan Pusaka Mulia,Grocery,supermarket,retailer,Bekasi,Summarecon,Ya,QRIS,2023-02-28,aktif,UMI,40703298.5
M0363,Minimarket Arunika Mulia,Grocery,toko_kelontong,retailer,Tangerang,Unknown,Ya,QRIS,2021-09-02,aktif,UKE,319863357.0
M0355,Toko Pangan Selaras,Grocery,distributor,retailer,Bandung,Unknown,Ya,QRIS,2025-07-02,aktif,UMI,25298029.0
M0528,Distributor Gadget Sentosa,Electronics,gadget,supplier,Bogor,Unknown,Ya,QRIS + EDC,2021-07-02,aktif,UMI,52789290.0
M0271,Supplier Busana Tunas,Fashion,accessories,supplier,Bogor,Unknown,Ya,QRIS + EDC,2025-09-19,aktif,UMI,146033143.0
M0547,Prima Inovasi House,Electronics,service,retailer,Depok,Unknown,Ya,QRIS + EDC,2024-03-08,aktif,UME,3989768374.0
M0234,Grosir Kain Karya,Fashion,textile,supplier,Jakarta,Unknown,Ya,QRIS,2025-04-13,aktif,UMI,71643517.0
M0236,Supplier Busana Adikara,Fashion,footwear,supplier,Bandung,Cihampelas,Ya,QRIS,2026-03-06,aktif,UMI,48747140.0
M0201,Supplier Horeka Nawasena,F&B,restaurant,supplier,Bekasi,Unknown,Ya,QRIS,2021-08-31,aktif,UKE,322717474.0
M0174,Pusaka Kuliner Distribusi,F&B,restaurant,supplier,Bogor,Unknown,Ya,QRIS + EDC,2025-11-01,aktif,UME,2674679566.0
M0566,Digital Store Berkah,Electronics,computer,retailer,Bandung,Setiabudhi,Ya,QRIS,2022-11-15,aktif,UMI,40726421.0
M0608,Garasi Mas Bima,Automotive,sparepart,retailer,Bogor,Unknown,Ya,QRIS,2024-06-17,aktif,UMI,81323094.0
M0114,Bakery Karya Juara,F&B,restaurant,retailer,Bogor,Tanah Sareal,Ya,QRIS,2025-03-23,aktif,UMI,38661828.5
M0126,Rumah Makan Prima,F&B,warung,retailer,Bekasi,Kemang Pratama,Ya,QRIS,2021-06-11,aktif,UMI,38661828.5
M0090,Supplier Horeka Cakrawala,F&B,restaurant,supplier,Bogor,Dramaga,Ya,QRIS + EDC,2024-05-14,aktif,UKE,465057342.0
M0634,Distributor Sparepart Prima,Automotive,bengkel,supplier,Bogor,Unknown,Ya,QRIS + EDC,2024-10-30,aktif,UKE,619226749.0
M0633,PT Mitra Distribusi Utama,Automotive,sparepart,supplier,Tangerang,Cipondoh,Ya,QRIS + EDC,2025-09-06,aktif,UBE,7151873650.0
M0637,PT Mahardika Distribusi Sejahtera,Automotive,dealer,supplier,Jakarta,Thamrin,Ya,QRIS + EDC,2024-10-20,aktif,UME,2580134114.0
M0640,Anugerah Motor Distribusi,Automotive,dealer,supplier,Bekasi,Unknown,Ya,QRIS,2023-04-22,aktif,UMI,35977764.0
M0466,Mentari Grosir Distribusi,Grocery,distributor,supplier,Depok,Cimanggis,Ya,QRIS + EDC,2025-04-10,aktif,UKE,453622669.0
M0074,Dapur Mas Dimas,F&B,bakery,retailer,Depok,Unknown,Ya,QRIS,2025-07-22,aktif,UMI,55215327.0
M0045,UD Makmur Pangan Persada,F&B,catering,retailer,Depok,Unknown,Ya,QRIS,2024-06-15,aktif,UMI,35237984.0
M0021,Sejahtera Rasa Center,F&B,restaurant,retailer,Bogor,Cibinong,Ya,QRIS + EDC,2021-12-22,aktif,UKE,398655052.0
M0024,Warung Mbak Rani,F&B,cafe,retailer,Bogor,Unknown,Ya,QRIS + EDC,2021-03-16,aktif,UKE,624534076.0
M0165,CV Berkah Boga Retailindo,F&B,restaurant,retailer,Jakarta,Unknown,Ya,QRIS + EDC,2025-07-10,aktif,UKE,398655052.0
M0054,UD Sinar Rasa Nusantara,F&B,cafe,retailer,Tangerang,Unknown,Ya,QRIS + EDC,2025-08-27,aktif,UME,2123341937.0
M0006,CV Prima Distribusi Internasional,F&B,restaurant,supplier,Bandung,Unknown,Ya,QRIS,2025-11-17,aktif,UKE,465057342.0
M0002,Pusaka Sajian Distribusi,F&B,restaurant,supplier,Jakarta,Pluit,Tidak,,,,UME,2791232371.0
M0690,CV Makmur Distribusi Persada,Automotive,accessories,supplier,Bekasi,Jababeka,Tidak,,,,UME,1954724973.0
M0687,PT Langgeng Sparepart Retailindo,Automotive,dealer,retailer,Tangerang,BSD,Tidak,,,,UME,2896748338.0
M0686,PT Mitra Distribusi Indonesia,Automotive,accessories,supplier,Tangerang,Cipondoh,Tidak,,,,UME,2355430195.0
M0682,Cakrawala Garage Market,Automotive,accessories,retailer,Depok,Sawangan,Tidak,,,,UKE,340534895.0
M0679,Bengkel Mitra Motor,Automotive,sparepart,retailer,Bogor,Cibinong,Tidak,,,,UMI,85680350.0
M0020,UD Mandala Rasa Internasional,F&B,bakery,retailer,Jakarta,Tebet,Tidak,,,,UME,1958963967.0
M0016,PT Mentari Distribusi Persada,F&B,bakery,supplier,Bandung,Setiabudhi,Tidak,,,,UBE,5305077368.0
M0009,Warung Bu Lestari,F&B,bakery,retailer,Tangerang,Cipondoh,Tidak,,,,UKE,285659865.0
M0437,Grosir Sembako Tunas,Grocery,minimarket,supplier,Depok,Sawangan,Tidak,,,,UKE,530410873.0
M0464,Prima Sembako Distribusi,Grocery,toko_kelontong,supplier,Bandung,Cihampelas,Tidak,,,,UKE,453622669.0
M0454,Anugerah Pangan House,Grocery,distributor,retailer,Bekasi,Harapan Indah,Tidak,,,,UKE,284356601.0
M0676,Pusat Suku Cadang Berkah Mandiri,Automotive,bengkel,supplier,Bandung,Buah Batu,Tidak,,,,UME,1723593202.0
M0675,Langgeng Motor Distribusi,Automotive,dealer,supplier,Jakarta,Senayan,Tidak,,,,UME,2611166261.0
M0674,PT Prima Sparepart Sejahtera,Automotive,dealer,retailer,Jakarta,Kelapa Gading,Tidak,,,,UME,3477150827.0
M0673,Garasi Bang Fajar,Automotive,sparepart,retailer,Jakarta,Pluit,Tidak,,,,UKE,532126632.0
M0670,Sembada Mobilitas Market,Automotive,dealer,retailer,Depok,Sawangan,Tidak,,,,UKE,541201432.0
M0665,PT Sejahtera Distribusi Mandiri,Automotive,bengkel,supplier,Tangerang,Gading Serpong,Tidak,,,,UME,4079496113.0
M0664,Toko Sparepart Karya,Automotive,bengkel,retailer,Tangerang,Alam Sutera,Tidak,,,,UMI,107294572.0
M0423,Minimarket Gemilang Sukses,Grocery,toko_kelontong,retailer,Depok,Cinere,Tidak,,,,UMI,23445862.0
M0422,Minimarket Berkah Baru,Grocery,distributor,retailer,Depok,Cimanggis,Tidak,,,,UKE,354992152.0
M0447,Minimarket Mahardika Sukses,Grocery,minimarket,retailer,Bekasi,Grand Galaxy,Tidak,,,,UMI,21262952.0
M0444,Toko Sembako Pak Wahyu,Grocery,toko_kelontong,retailer,Bekasi,Summarecon,Tidak,,,,UKE,239723363.0
M0442,Warung Sinar Mart,Grocery,distributor,retailer,Bekasi,Grand Galaxy,Tidak,,,,UMI,53558537.0
M0407,CV Lentera Distribusi Indonesia,Grocery,supermarket,supplier,Bandung,Buah Batu,Tidak,,,,UME,2702170644.0
M0433,PT Buana Mart Niaga Raya,Grocery,distributor,retailer,Bekasi,Kemang Pratama,Tidak,,,,UME,2376462342.0
M0432,Minimarket Prima Maju,Grocery,toko_kelontong,retailer,Bandung,Setiabudhi,Tidak,,,,UKE,657667149.0
M0431,Prima Pangan Market,Grocery,toko_kelontong,retailer,Jakarta,Tebet,Tidak,,,,UKE,873666426.0
M0427,CV Buana Grosir Internasional,Grocery,toko_kelontong,retailer,Depok,Cimanggis,Tidak,,,,UME,1972602223.0
M0482,Toko Pangan Pusaka,Grocery,supermarket,retailer,Tangerang,Gading Serpong,Tidak,,,,UKE,392349688.0
M0481,Pusat Grosir Mentari Cemerlang,Grocery,toko_kelontong,supplier,Tangerang,BSD,Tidak,,,,UKE,740105546.0
M0480,Sejahtera Retail Distribusi,Grocery,distributor,supplier,Depok,Cinere,Tidak,,,,UME,1846061985.0
M0477,Sahabat Retail Distribusi,Grocery,toko_kelontong,supplier,Bekasi,Harapan Indah,Tidak,,,,UME,3312777340.0
M0471,Toko Sembako Mas Dimas,Grocery,distributor,retailer,Bekasi,Harapan Indah,Tidak,,,,UMI,38116397.0
M0394,Mandala Niaga Distribusi,Grocery,distributor,supplier,Bekasi,Summarecon,Tidak,,,,UKE,361953661.0
M0393,PT Harmoni Pangan Utama,Grocery,minimarket,retailer,Depok,Cinere,Tidak,,,,UME,3472477988.0
M0391,Toko Pangan Berkah,Grocery,supermarket,retailer,Jakarta,Thamrin,Tidak,,,,UMI,42169441.0
M0390,Grosir Sembako Cakrawala,Grocery,minimarket,supplier,Tangerang,Alam Sutera,Tidak,,,,UKE,346467996.0
M0417,Pelita Grosir House,Grocery,minimarket,retailer,Bekasi,Kemang Pratama,Tidak,,,,UKE,555604328.0
M0414,Toko Sembako Bu Maya,Grocery,toko_kelontong,retailer,Tangerang,BSD,Tidak,,,,UKE,249613872.0
M0412,PT Jelita Niaga Niaga Raya,Grocery,supermarket,retailer,Bekasi,Summarecon,Tidak,,,,UME,2327537368.0
M0410,Adikara Grosir Center,Grocery,minimarket,retailer,Bogor,Cibinong,Tidak,,,,UKE,684374893.0
M0376,Sejahtera Mart Distribusi,Grocery,supermarket,supplier,Bogor,Cibinong,Tidak,,,,UME,3577117553.0
M0400,Toko Pangan Adikara,Grocery,minimarket,retailer,Bekasi,Kemang Pratama,Tidak,,,,UMI,44116509.0
M0359,Harmoni Pangan Distribusi,Grocery,minimarket,supplier,Bekasi,Grand Galaxy,Tidak,,,,UME,2647373036.0
M0386,Minimarket Arunika Pilihan,Grocery,supermarket,retailer,Bekasi,Summarecon,Tidak,,,,UMI,25786238.0
M0384,CV Sembada Distribusi Utama,Grocery,supermarket,supplier,Bogor,Bogor Tengah,Tidak,,,,UKE,381079599.0
M0383,PT Selaras Retail Retailindo,Grocery,minimarket,retailer,Jakarta,Senayan,Tidak,,,,UME,2552483759.0
M0491,Digital Store Tunas,Electronics,accessories,retailer,Depok,Cinere,Tidak,,,,UMI,116531075.0
M0489,PT Bintang Distribusi Mandiri,Grocery,supermarket,supplier,Bandung,Dago,Tidak,,,,UME,2466381784.0
M0348,CV Sejahtera Distribusi Internasional,Fashion,accessories,supplier,Depok,Cinere,Tidak,,,,UME,1808210488.0
M0347,CV Makmur Apparel Nusantara,Fashion,footwear,retailer,Bekasi,Grand Galaxy,Tidak,,,,UME,1874385726.0
M0345,Konveksi Buana Sukses,Fashion,clothing,supplier,Jakarta,Kelapa Gading,Tidak,,,,UMI,29432100.0
M0371,PT Sembada Distribusi Sentosa,Grocery,minimarket,supplier,Bandung,Setiabudhi,Tidak,,,,UME,3158326679.0
M0369,CV Sentosa Distribusi Retailindo,Grocery,supermarket,supplier,Bogor,Dramaga,Tidak,,,,UME,2982121856.0
M0332,Grosir Kain Nawasena,Fashion,textile,supplier,Depok,Sawangan,Tidak,,,,UKE,427517913.0
M0328,PT Selaras Busana Nusantara,Fashion,textile,retailer,Bekasi,Kemang Pratama,Tidak,,,,UME,3889863346.0
M0325,Butik Sembada Sejati,Fashion,clothing,retailer,Bekasi,Jababeka,Tidak,,,,UMI,33322441.0
M0351,CV Selaras Niaga Sejahtera,Grocery,minimarket,retailer,Jakarta,Thamrin,Tidak,,,,UKE,618436567.0
M0349,PT Adikara Apparel Indonesia,Fashion,textile,retailer,Bogor,Sentul,Tidak,,,,UME,2190927440.0
M0512,Langgeng Gadget House,Electronics,gadget,retailer,Depok,Sawangan,Tidak,,,,UKE,725546654.0
M0510,Toko Elektronik Gemilang,Electronics,gadget,retailer,Bekasi,Summarecon,Tidak,,,,UKE,308199689.0
M0509,CV Tunas Gadget Sentosa,Electronics,gadget,retailer,Bandung,Buah Batu,Tidak,,,,UME,2720908510.0
M0505,Toko Elektronik Berseri,Electronics,gadget,retailer,Bekasi,Harapan Indah,Tidak,,,,UMI,40726421.0
M0316,Rumah Mode Berkah,Fashion,accessories,retailer,Jakarta,Kelapa Gading,Tidak,,,,UKE,752619590.0
M0311,CV Arunika Apparel Sejahtera,Fashion,accessories,retailer,Depok,Sawangan,Tidak,,,,UME,2813251924.0
M0340,Toko Busana Mas Bima,Fashion,clothing,retailer,Bekasi,Grand Galaxy,Tidak,,,,UKE,603240191.0
M0337,Berseri Garmen Distribusi,Fashion,clothing,supplier,Depok,Cinere,Tidak,,,,UKE,194843413.0
M0335,Atelier Cakrawala,Fashion,footwear,retailer,Depok,Sawangan,Tidak,,,,UKE,227581488.0
M0301,Butik Pusaka Jaya,Fashion,accessories,retailer,Bandung,Setiabudhi,Tidak,,,,UMI,61625535.0
M0297,CV Lentera Busana Sentosa,Fashion,accessories,retailer,Bekasi,Summarecon,Tidak,,,,UKE,235934857.0
M0307,Atelier Gemilang,Fashion,clothing,retailer,Bekasi,Summarecon,Tidak,,,,UKE,217327303.0
M0304,PT Anugerah Kriya Indonesia,Fashion,accessories,retailer,Tangerang,Karawaci,Tidak,,,,UBE,7766960961.0
M0501,Digital Store Buana,Electronics,service,retailer,Bandung,Braga,Tidak,,,,UMI,28756553.0
M0532,PT Sembada Distribusi Mandiri,Electronics,service,supplier,Jakarta,Kelapa Gading,Tidak,,,,UBE,5955973609.0
M0530,Arunika Elektronik Center,Electronics,gadget,retailer,Depok,Sawangan,Tidak,,,,UKE,356274913.0
M0524,Komputer Sejahtera Asri,Electronics,service,retailer,Bekasi,Grand Galaxy,Tidak,,,,UMI,32989401.0
M0270,PT Makmur Mode Sejahtera,Fashion,footwear,retailer,Bekasi,Grand Galaxy,Tidak,,,,UME,2400429001.0
M0268,UD Nawasena Mode Internasional,Fashion,textile,retailer,Tangerang,BSD,Tidak,,,,UMI,26940304.0
M0267,PT Bintang Kriya Internasional,Fashion,footwear,retailer,Depok,Cinere,Tidak,,,,UME,1636963579.0
M0264,PT Sahabat Apparel Persada,Fashion,footwear,retailer,Bandung,Braga,Tidak,,,,UME,2612880459.0
M0292,PT Sahabat Kriya Utama,Fashion,clothing,retailer,Bogor,Tanah Sareal,Tidak,,,,UME,2857347275.0
M0291,Sejahtera Tekstil House,Fashion,accessories,retailer,Tangerang,Alam Sutera,Tidak,,,,UKE,755814576.0
M0290,Toko Busana Bu Wati,Fashion,accessories,retailer,Jakarta,Tebet,Tidak,,,,UMI,46764699.0
M0287,Grosir Kain Anugerah,Fashion,textile,supplier,Jakarta,Sudirman,Tidak,,,,UMI,62770018.0
M0255,CV Harmoni Mode Utama,Fashion,accessories,retailer,Depok,Cinere,Tidak,,,,UME,2666823686.0
M0253,UD Berkah Garmen Niaga Raya,Fashion,footwear,retailer,Jakarta,Kemang,Tidak,,,,UME,1520796583.0
M0251,Rumah Mode Mahardika,Fashion,textile,retailer,Bandung,Dago,Tidak,,,,UKE,400392523.0
M0246,Atelier Tunas,Fashion,accessories,retailer,Bekasi,Summarecon,Tidak,,,,UKE,337539091.0
M0245,Busana Cakrawala Bersama,Fashion,textile,retailer,Jakarta,Thamrin,Tidak,,,,UMI,78465604.0
M0274,PT Sejahtera Distribusi Sentosa,Fashion,textile,supplier,Bogor,Sentul,Tidak,,,,UME,3898867038.0
M0548,Gemilang Komputer Store,Electronics,service,retailer,Bekasi,Grand Galaxy,Tidak,,,,UBE,6273507539.0
M0541,Sejahtera Teknologi Market,Electronics,computer,retailer,Bandung,Setiabudhi,Tidak,,,,UKE,662368342.0
M0540,Sembada Inovasi Distribusi,Electronics,service,supplier,Tangerang,Gading Serpong,Tidak,,,,UME,3002796001.0
M0538,Toko Elektronik Sembada,Electronics,service,retailer,Depok,Margonda,Tidak,,,,UKE,399154672.0
M0534,PT Kencana Gadget Mandiri,Electronics,computer,retailer,Jakarta,Senayan,Tidak,,,,UME,2104267677.0
M0241,Atelier Pusaka,Fashion,textile,retailer,Jakarta,Kelapa Gading,Tidak,,,,UKE,435854265.0
M0240,Harmoni Kriya House,Fashion,clothing,retailer,Bogor,Sentul,Tidak,,,,UKE,491158473.0
M0239,CV Makmur Apparel Sejahtera,Fashion,accessories,retailer,Bandung,Setiabudhi,Tidak,,,,UME,2920593411.0
M0237,CV Sentosa Distribusi Nusantara,Fashion,textile,supplier,Bandung,Braga,Tidak,,,,UKE,677757721.0
M0232,Sentosa Tekstil Market,Fashion,accessories,retailer,Tangerang,BSD,Tidak,,,,UKE,830216551.0
M0231,UD Buana Apparel Indonesia,Fashion,textile,retailer,Depok,Cimanggis,Tidak,,,,UME,3348840247.0
M0230,Toko Busana Bu Ningsih,Fashion,accessories,retailer,Bogor,Dramaga,Tidak,,,,UMI,21491987.0
M0260,CV Buana Kriya Nusantara,Fashion,textile,retailer,Bekasi,Kemang Pratama,Tidak,,,,UME,2800081798.0
M0259,PT Sinar Tekstil Sentosa,Fashion,footwear,retailer,Bandung,Cihampelas,Tidak,,,,UME,1637492080.0
M0224,PT Pelita Kriya Sentosa,Fashion,textile,retailer,Depok,Cinere,Tidak,,,,UME,3476882469.0
M0222,Grosir Kain Selaras,Fashion,textile,supplier,Bogor,Sentul,Tidak,,,,UKE,445364710.0
M0220,PT Pusaka Distribusi Indonesia,Fashion,accessories,supplier,Tangerang,Karawaci,Tidak,,,,UME,2336451768.0
M0218,Grosir Kain Pelita,Fashion,accessories,supplier,Jakarta,Kemang,Tidak,,,,UMI,43511656.0
M0214,Langgeng Tekstil Distribusi,Fashion,textile,supplier,Bekasi,Grand Galaxy,Tidak,,,,UKE,530631245.0
M0213,Adikara Tekstil Store,Fashion,footwear,retailer,Depok,Sawangan,Tidak,,,,UKE,276266521.0
M0244,PT Sejahtera Garmen Mandiri,Fashion,textile,retailer,Tangerang,BSD,Tidak,,,,UME,2811180413.0
