merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_nasabah_bni,produk_bni,tgl_registrasi,status,avg_omzet_bulanan,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_website,has_social_media,has_rating,is_bni_numeric
M0024,Kafe Sentosa,F&B,catering,retailer,Bandung,Setiabudhi,Tidak,,,,18214465.0,19.0,49.0,4.3,2.0,0,0,1,0
M0053,Dapur Pak Haji,F&B,warung,retailer,Depok,Sawangan,Tidak,,,,35703889.0,14.0,32.0,3.5,1.0,0,1,1,0
M0361,Toko Sparepart Mulia,Automotive,dealer,retailer,Bandung,Braga,Tidak,,,,104784022.0,5.0,8.0,4.1,1.0,0,0,1,0
M0362,Auto Prima,Automotive,sparepart,retailer,Bekasi,Summarecon,Tidak,,,,260852330.0,6.0,12.0,0.0,1.0,0,0,0,0
M0371,Bengkel Harmoni,Automotive,accessories,retailer,Depok,Margonda,Tidak,,,,67124466.0,11.0,44.0,4.6,2.0,1,0,1,0
M0365,PT Otomotif Bang Jali,Automotive,dealer,supplier,Depok,Cinere,Tidak,,,,511120122.0,16.0,21.0,3.6,2.0,0,1,1,0
M0399,Toko Sparepart Bu Tini,Automotive,dealer,retailer,Tangerang,Unknown,Tidak,,,,59228543.0,10.0,30.0,0.0,2.0,0,1,0,0
M0006,Dapur Karya,F&B,restaurant,retailer,Jakarta,Unknown,Tidak,,,,53184456.0,10.0,15.0,0.0,1.0,1,1,0,0
M0394,Motor Kang Asep,Automotive,accessories,retailer,Bandung,Unknown,Tidak,,,,341313814.0,2.0,37.0,4.0,2.0,0,0,1,0
M0127,UD Kain Sukses,Fashion,accessories,supplier,Bogor,Cibinong,Tidak,,,,318687351.0,9.0,100.0,4.0,3.0,0,0,1,0
M0042,RM Kang Asep,F&B,catering,retailer,Bandung,Cihampelas,Tidak,,,,65037272.0,2.0,30.0,4.6,1.0,0,1,1,0
