trx_id,timestamp,source_id,target_id,amount,channel,payment_type,status,description,ref_number,trx_type,timestamp_dt,hour,day_of_week,month
T044338,2026-03-28 03:05:16,C00345,M0547,8053091.35,EDC,debit,success,C2M payment - Electronics,REF30340280,C2M,2026-03-28 03:05:16,3,Saturday,2026-03
T044339,2026-04-17 18:51:21,C00861,M0243,231232.82,QRIS,QRIS,success,C2M payment - Fashion,REF76545106,C2M,2026-04-17 18:51:21,18,Friday,2026-04
T044340,2026-06-14 23:00:12,C00031,M0162,17711591.66,EDC,credit_card,success,C2M payment - F&B,REF85924133,C2M,2026-06-14 23:00:12,23,Sunday,2026-06
T044341,2025-09-17 10:28:22,M0536,M0222,3377548.99,transfer,bank_transfer,success,M2M settlement - Fashion,REF26889763,M2M,2025-09-17 10:28:22,10,Wednesday,2025-09
T044342,2026-03-05 21:45:37,C00925,M0468,11531773.3,EDC,debit,success,C2M payment - Grocery,REF93461993,C2M,2026-03-05 21:45:37,21,Thursday,2026-03
T044343,2025-08-15 10:01:40,C01831,M0263,3931673.89,QRIS,QRIS,success,C2M payment - Fashion,REF61850035,C2M,2025-08-15 10:01:40,10,Friday,2025-08
T044344,2026-01-31 22:23:41,C00239,M0508,16651532.93,EDC,debit,success,C2M payment - Electronics,REF41999602,C2M,2026-01-31 22:23:41,22,Saturday,2026-01
T044345,2026-04-06 02:38:36,M0402,M0535,24040029.17,transfer,bank_transfer,success,M2M settlement - Electronics,REF13665841,M2M,2026-04-06 02:38:36,2,Monday,2026-04
T044346,2026-02-23 16:35:10,C00065,M0290,86396.65,QRIS,QRIS,success,C2M payment - Fashion,REF24435370,C2M,2026-02-23 16:35:10,16,Monday,2026-02
T044347,2026-06-18 09:34:44,M0341,M0540,57349830.47,transfer,bank_transfer,success,M2M settlement - Electronics,REF11457960,M2M,2026-06-18 09:34:44,9,Thursday,2026-06
T044348,2025-09-12 22:05:50,C01066,M0444,14712672.52,EDC,credit_card,success,C2M payment - Grocery,REF89487361,C2M,2025-09-12 22:05:50,22,Friday,2025-09
T044349,2026-05-23 00:50:41,C01305,M0099,313222.79,QRIS,QRIS,success,C2M payment - F&B,REF54939961,C2M,2026-05-23 00:50:41,0,Saturday,2026-05
T044350,2026-01-03 15:34:59,C00267,M0407,15263859.06,unknown,unknown,success,C2M payment - Grocery,REF89709501,C2M,2026-01-03 15:34:59,15,Saturday,2026-01
T044351,2026-03-03 03:10:27,C00748,M0687,18556005.54,QRIS,QRIS,success,C2M payment - Automotive,REF96887140,C2M,2026-03-03 03:10:27,3,Tuesday,2026-03
T044352,2025-09-08 01:02:15,C01354,M0338,28798791.7,transfer,bank_transfer,success,C2M payment - Fashion,REF39823669,C2M,2025-09-08 01:02:15,1,Monday,2025-09
T044353,2026-04-19 05:33:47,C00942,M0365,30000000.0,QRIS,QRIS,success,C2M payment - Grocery,REF71087137,C2M,2026-04-19 05:33:47,5,Sunday,2026-04
T044354,2026-04-13 03:28:02,M0365,M0038,7474878.37,transfer,bank_transfer,success,M2M settlement - F&B,REF82115586,M2M,2026-04-13 03:28:02,3,Monday,2026-04
T044355,2026-02-27 11:04:29,C00482,M0330,189901.55,QRIS,QRIS,success,C2M payment - Fashion,REF53299631,C2M,2026-02-27 11:04:29,11,Friday,2026-02
T044356,2025-12-31 14:28:23,M0398,M0646,46811158.25,transfer,bank_transfer,success,M2M settlement - Automotive,REF19802719,M2M,2025-12-31 14:28:23,14,Wednesday,2025-12
T044357,2026-05-29 05:54:39,C00810,M0674,12083999.95,QRIS,QRIS,success,C2M payment - Automotive,REF96835452,C2M,2026-05-29 05:54:39,5,Friday,2026-05
T044358,2026-06-10 10:52:38,C01867,M0435,35484006.17,transfer,bank_transfer,success,C2M payment - Grocery,REF86537853,C2M,2026-06-10 10:52:38,10,Wednesday,2026-06
T044359,2026-05-02 14:30:11,M0677,M0430,26719255.23,transfer,bank_transfer,success,M2M settlement - Grocery,REF51255206,M2M,2026-05-02 14:30:11,14,Saturday,2026-05
T044360,2026-02-01 09:03:33,C00294,M0200,9529302.06,QRIS,QRIS,success,C2M payment - F&B,REF86278984,C2M,2026-02-01 09:03:33,9,Sunday,2026-02
T044361,2025-09-07 09:37:11,C01639,M0150,3253043.53,QRIS,QRIS,success,C2M payment - F&B,REF59148877,C2M,2025-09-07 09:37:11,9,Sunday,2025-09
T044362,2026-06-10 00:00:22,M0030,M0260,46895269.24,transfer,bank_transfer,success,M2M settlement - Fashion,REF11376518,M2M,2026-06-10 00:00:22,0,Wednesday,2026-06
T044363,2026-03-08 22:56:44,C01558,M0441,164655.86,EDC,debit,success,C2M payment - Grocery,REF92640420,C2M,2026-03-08 22:56:44,22,Sunday,2026-03
T044364,2026-04-06 17:54:04,M0505,M0514,5595657.38,transfer,bank_transfer,success,M2M settlement - Electronics,REF00190586,M2M,2026-04-06 17:54:04,17,Monday,2026-04
T044365,2026-06-13 23:04:40,C01237,M0561,281361.26,QRIS,QRIS,success,C2M payment - Electronics,REF56592845,C2M,2026-06-13 23:04:40,23,Saturday,2026-06
T044366,2025-10-18 03:25:54,C01614,M0410,2576189.24,QRIS,QRIS,success,C2M payment - Grocery,REF94736080,C2M,2025-10-18 03:25:54,3,Saturday,2025-10
T044367,2026-04-20 00:39:58,C00874,M0320,9339499.21,EDC,debit,success,C2M payment - Fashion,REF57599051,C2M,2026-04-20 00:39:58,0,Monday,2026-04
T044368,2026-05-31 08:03:10,M0619,M0299,6342982.98,transfer,bank_transfer,success,M2M settlement - Fashion,REF59388562,M2M,2026-05-31 08:03:10,8,Sunday,2026-05
T044369,2025-10-22 04:59:17,C00655,M0224,8614119.24,EDC,debit,success,C2M payment - Fashion,REF15858438,C2M,2025-10-22 04:59:17,4,Wednesday,2025-10
T044370,2025-07-21 22:21:39,C01015,M0410,6717718.76,QRIS,QRIS,success,C2M payment - Grocery,REF90311487,C2M,2025-07-21 22:21:39,22,Monday,2025-07
T044371,2026-06-27 17:03:50,C01241,M0188,19638205.37,QRIS,QRIS,success,C2M payment - F&B,REF24621708,C2M,2026-06-27 17:03:50,17,Saturday,2026-06
T044372,2025-09-16 04:36:24,C01519,M0604,6235792.15,EDC,debit,success,C2M payment - Automotive,REF17446873,C2M,2025-09-16 04:36:24,4,Tuesday,2025-09
T044373,2025-08-17 23:00:10,C00788,M0577,23040557.04,EDC,debit,success,C2M payment - Electronics,REF41428919,C2M,2025-08-17 23:00:10,23,Sunday,2025-08
T044374,2025-10-28 22:12:45,C00702,M0070,7818094.71,EDC,debit,success,C2M payment - F&B,REF00612282,C2M,2025-10-28 22:12:45,22,Tuesday,2025-10
T044375,2025-10-27 20:23:10,C00816,M0382,8583502.98,EDC,debit,success,C2M payment - Grocery,REF63879884,C2M,2025-10-27 20:23:10,20,Monday,2025-10
T044376,2026-01-27 16:11:35,C00332,M0168,17014499.49,EDC,debit,success,C2M payment - F&B,REF80675614,C2M,2026-01-27 16:11:35,16,Tuesday,2026-01
T044377,2025-12-18 06:59:20,C01110,M0283,13107805.56,EDC,credit_card,success,C2M payment - Fashion,REF67213572,C2M,2025-12-18 06:59:20,6,Thursday,2025-12
T044378,2025-07-20 01:06:41,C00474,M0461,143371.44,QRIS,QRIS,success,C2M payment - Grocery,REF84651384,C2M,2025-07-20 01:06:41,1,Sunday,2025-07
T044380,2026-04-14 17:48:32,C00575,M0449,3693527.91,EDC,debit,success,C2M payment - Grocery,REF94698459,C2M,2026-04-14 17:48:32,17,Tuesday,2026-04
T044381,2026-03-19 11:20:08,C01358,M0146,18367025.82,EDC,credit_card,success,C2M payment - F&B,REF77836795,C2M,2026-03-19 11:20:08,11,Thursday,2026-03
T044382,2025-10-06 18:22:55,C00997,M0045,50000.0,QRIS,QRIS,success,C2M payment - F&B,REF83308073,C2M,2025-10-06 18:22:55,18,Monday,2025-10
T044383,2025-07-04 02:37:35,M0577,M0408,31304905.58,transfer,bank_transfer,success,M2M settlement - Grocery,REF60791040,M2M,2025-07-04 02:37:35,2,Friday,2025-07
T044384,2026-05-25 05:27:06,C00416,M0289,16350302.41,QRIS,QRIS,success,C2M payment - Fashion,REF34335128,C2M,2026-05-25 05:27:06,5,Monday,2026-05
T044385,2026-05-14 07:09:50,C00027,M0610,19036403.37,EDC,debit,success,C2M payment - Automotive,REF89530653,C2M,2026-05-14 07:09:50,7,Thursday,2026-05
T044386,2025-12-20 03:22:46,C00687,M0627,32572177.77,QRIS,QRIS,success,C2M payment - Automotive,REF32529849,C2M,2025-12-20 03:22:46,3,Saturday,2025-12
T044387,2026-04-30 18:11:24,M0347,M0483,2221227.77,transfer,bank_transfer,success,M2M settlement - Grocery,REF47887635,M2M,2026-04-30 18:11:24,18,Thursday,2026-04
T044388,2026-06-13 14:53:40,M0687,M0490,21358178.54,transfer,bank_transfer,success,M2M settlement - Grocery,REF13124574,M2M,2026-06-13 14:53:40,14,Saturday,2026-06
T044389,2026-02-07 21:09:41,C00518,M0561,1438487.42,QRIS,QRIS,success,C2M payment - Electronics,REF91517692,C2M,2026-02-07 21:09:41,21,Saturday,2026-02
T044391,2025-12-16 03:37:42,C01944,M0629,16946476.32,QRIS,QRIS,success,C2M payment - Automotive,REF19994952,C2M,2025-12-16 03:37:42,3,Tuesday,2025-12
T044392,2026-06-26 08:07:09,C01681,M0070,5247112.53,QRIS,QRIS,success,C2M payment - F&B,REF55582475,C2M,2026-06-26 08:07:09,8,Friday,2026-06
T044393,2025-10-08 03:57:42,C01340,M0096,1428323.12,QRIS,QRIS,success,C2M payment - F&B,REF33863976,C2M,2025-10-08 03:57:42,3,Wednesday,2025-10
T044394,2025-10-03 09:46:44,C00289,M0324,114358.66,QRIS,QRIS,success,C2M payment - Fashion,REF47495546,C2M,2025-10-03 09:46:44,9,Friday,2025-10
T044395,2025-08-26 00:02:01,C00680,M0043,67205.96,QRIS,QRIS,success,C2M payment - F&B,REF14245448,C2M,2025-08-26 00:02:01,0,Tuesday,2025-08
T044396,2025-08-07 03:14:33,C00642,M0275,30000000.0,QRIS,QRIS,success,C2M payment - Fashion,REF72190439,C2M,2025-08-07 03:14:33,3,Thursday,2025-08
T044397,2025-10-19 07:11:59,C01944,M0463,15387431.24,QRIS,QRIS,success,C2M payment - Grocery,REF21337266,C2M,2025-10-19 07:11:59,7,Sunday,2025-10
T044399,2025-07-11 07:21:35,C01725,M0669,3526708.64,transfer,bank_transfer,success,C2M payment - Automotive,REF28757478,C2M,2025-07-11 07:21:35,7,Friday,2025-07
T044400,2025-07-17 18:34:44,C01727,M0499,4993560.54,EDC,credit_card,success,C2M payment - Electronics,REF49118091,C2M,2025-07-17 18:34:44,18,Thursday,2025-07
T044401,2025-10-20 16:11:19,C00696,M0644,25402374.65,transfer,bank_transfer,success,C2M payment - Automotive,REF33826718,C2M,2025-10-20 16:11:19,16,Monday,2025-10
T044402,2026-04-21 17:34:01,C00808,M0547,5103409.05,QRIS,QRIS,success,C2M payment - Electronics,REF55111010,C2M,2026-04-21 17:34:01,17,Tuesday,2026-04
T044403,2025-08-29 18:20:42,M0507,M0573,13398580.65,QRIS,QRIS,success,M2M settlement - Electronics,REF50323387,M2M,2025-08-29 18:20:42,18,Friday,2025-08
T044404,2025-07-15 05:36:09,M0534,M0574,75000000.0,transfer,bank_transfer,success,M2M settlement - Electronics,REF36545993,M2M,2025-07-15 05:36:09,5,Tuesday,2025-07
T044405,2026-03-26 21:47:40,M0177,M0178,7390974.76,transfer,bank_transfer,success,M2M settlement - F&B,REF37677978,M2M,2026-03-26 21:47:40,21,Thursday,2026-03
T044406,2025-12-31 23:41:22,C00216,M0106,4872562.77,QRIS,QRIS,success,C2M payment - F&B,REF98574702,C2M,2025-12-31 23:41:22,23,Wednesday,2025-12
T044407,2026-01-01 10:42:46,C01132,M0036,1748094.07,EDC,debit,success,C2M payment - F&B,REF39199947,C2M,2026-01-01 10:42:46,10,Thursday,2026-01
T044408,2025-09-26 14:34:06,M0181,M0031,11641301.39,transfer,bank_transfer,success,M2M settlement - F&B,REF94392094,M2M,2025-09-26 14:34:06,14,Friday,2025-09
T044409,2025-11-13 03:38:37,C01068,M0485,2003418.27,unknown,unknown,success,C2M payment - Grocery,REF68682111,C2M,2025-11-13 03:38:37,3,Thursday,2025-11
T044411,2025-08-03 19:25:59,C00007,M0338,17973367.43,EDC,credit_card,success,C2M payment - Fashion,REF20952915,C2M,2025-08-03 19:25:59,19,Sunday,2025-08
T044412,2026-02-05 20:48:13,C00284,M0331,250114.67,QRIS,QRIS,success,C2M payment - Fashion,REF10137948,C2M,2026-02-05 20:48:13,20,Thursday,2026-02
T044413,2025-12-17 04:25:56,C00495,M0403,787061.14,EDC,debit,success,C2M payment - Grocery,REF01775687,C2M,2025-12-17 04:25:56,4,Wednesday,2025-12
T044414,2026-06-08 01:39:42,C01546,M0265,18552129.91,EDC,credit_card,success,C2M payment - Fashion,REF86962420,C2M,2026-06-08 01:39:42,1,Monday,2026-06
T044415,2026-03-06 15:31:45,M0173,M0646,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF68811598,M2M,2026-03-06 15:31:45,15,Friday,2026-03
T044416,2025-07-24 05:33:43,C00751,M0279,52556.87,QRIS,QRIS,success,C2M payment - Fashion,REF26654792,C2M,2025-07-24 05:33:43,5,Thursday,2025-07
T044417,2025-08-20 08:19:52,C01303,M0685,1764575.54,EDC,debit,success,C2M payment - Automotive,REF22549307,C2M,2025-08-20 08:19:52,8,Wednesday,2025-08
T044418,2026-01-12 16:42:09,C01769,M0214,11355564.6,EDC,debit,success,C2M payment - Fashion,REF37187343,C2M,2026-01-12 16:42:09,16,Monday,2026-01
T044419,2026-01-13 15:40:38,C00896,M0317,57197092.58,EDC,credit_card,success,C2M payment - Fashion,REF05281905,C2M,2026-01-13 15:40:38,15,Tuesday,2026-01
T044420,2025-12-09 13:32:42,C00031,M0381,14169011.56,EDC,debit,success,C2M payment - Grocery,REF15013486,C2M,2025-12-09 13:32:42,13,Tuesday,2025-12
T044421,2026-05-12 10:35:56,C01964,M0333,25700948.71,EDC,debit,success,C2M payment - Fashion,REF01423755,C2M,2026-05-12 10:35:56,10,Tuesday,2026-05
T044422,2025-11-30 11:28:57,M0241,M0323,36392852.11,transfer,bank_transfer,success,M2M settlement - Fashion,REF42235669,M2M,2025-11-30 11:28:57,11,Sunday,2025-11
T044423,2025-08-26 15:38:39,M0031,M0525,60748127.57,EDC,credit_card,success,M2M settlement - Electronics,REF93968117,M2M,2025-08-26 15:38:39,15,Tuesday,2025-08
T044424,2026-01-12 11:58:43,C00984,M0569,16620001.74,QRIS,QRIS,success,C2M payment - Electronics,REF87683425,C2M,2026-01-12 11:58:43,11,Monday,2026-01
T044425,2025-12-17 17:09:43,C00359,M0567,1131155.6,EDC,debit,success,C2M payment - Electronics,REF97139247,C2M,2025-12-17 17:09:43,17,Wednesday,2025-12
T044427,2026-04-14 07:42:21,M0678,M0690,14370395.09,transfer,bank_transfer,success,M2M settlement - Automotive,REF17481973,M2M,2026-04-14 07:42:21,7,Tuesday,2026-04
T044428,2025-08-06 02:15:43,C00554,M0099,321979.54,QRIS,QRIS,success,C2M payment - F&B,REF38289857,C2M,2025-08-06 02:15:43,2,Wednesday,2025-08
T044429,2026-05-23 10:27:38,C00577,M0296,17218145.77,EDC,debit,success,C2M payment - Fashion,REF92415602,C2M,2026-05-23 10:27:38,10,Saturday,2026-05
T044430,2026-06-01 13:30:02,M0265,M0336,75000000.0,EDC,credit_card,success,M2M settlement - Fashion,REF31443573,M2M,2026-06-01 13:30:02,13,Monday,2026-06
T044431,2025-11-21 19:34:59,C00240,M0556,447477.76,EDC,credit_card,success,C2M payment - Electronics,REF85911513,C2M,2025-11-21 19:34:59,19,Friday,2025-11
T044432,2026-02-25 23:21:41,C00756,M0154,230669.85,QRIS,QRIS,success,C2M payment - F&B,REF76642867,C2M,2026-02-25 23:21:41,23,Wednesday,2026-02
T044433,2025-10-04 17:56:15,M0329,M0027,2234252.65,transfer,bank_transfer,success,M2M settlement - F&B,REF55629729,M2M,2025-10-04 17:56:15,17,Saturday,2025-10
T044434,2025-07-13 10:34:05,C01103,M0540,5167331.56,transfer,bank_transfer,success,C2M payment - Electronics,REF87510351,C2M,2025-07-13 10:34:05,10,Sunday,2025-07
T044435,2025-10-18 01:41:35,C01444,M0378,963384.51,EDC,debit,success,C2M payment - Grocery,REF27812381,C2M,2025-10-18 01:41:35,1,Saturday,2025-10
T044436,2025-09-08 02:34:21,C01927,M0413,10498549.99,EDC,debit,success,C2M payment - Grocery,REF15196338,C2M,2025-09-08 02:34:21,2,Monday,2025-09
T044437,2025-11-07 09:29:20,C01581,M0292,11565575.17,EDC,credit_card,success,C2M payment - Fashion,REF74692402,C2M,2025-11-07 09:29:20,9,Friday,2025-11
T044438,2026-02-10 14:53:13,C01470,M0358,5595810.81,QRIS,QRIS,success,C2M payment - Grocery,REF99995329,C2M,2026-02-10 14:53:13,14,Tuesday,2026-02
T044439,2025-07-06 07:21:41,C01959,M0629,3073880.69,QRIS,QRIS,success,C2M payment - Automotive,REF85373945,C2M,2025-07-06 07:21:41,7,Sunday,2025-07
T044440,2026-02-18 14:06:04,C01909,M0283,9191002.18,QRIS,QRIS,success,C2M payment - Fashion,REF96197932,C2M,2026-02-18 14:06:04,14,Wednesday,2026-02
T044441,2026-04-07 09:36:20,C00587,M0540,20622363.24,EDC,debit,success,C2M payment - Electronics,REF73719603,C2M,2026-04-07 09:36:20,9,Tuesday,2026-04
T044442,2025-11-03 02:32:07,C00816,M0070,7070569.4,EDC,debit,success,C2M payment - F&B,REF62271544,C2M,2025-11-03 02:32:07,2,Monday,2025-11
T044443,2026-06-20 10:54:47,M0093,M0033,9765129.64,EDC,debit,success,M2M settlement - F&B,REF56753592,M2M,2026-06-20 10:54:47,10,Saturday,2026-06
T044444,2025-09-15 22:20:44,M0496,M0554,75000000.0,transfer,bank_transfer,success,M2M settlement - Electronics,REF05343457,M2M,2025-09-15 22:20:44,22,Monday,2025-09
T044446,2026-03-22 09:58:54,C00403,M0098,18291428.02,QRIS,QRIS,success,C2M payment - F&B,REF62128319,C2M,2026-03-22 09:58:54,9,Sunday,2026-03
T044447,2026-02-07 16:58:13,C00367,M0490,364117.85,transfer,bank_transfer,success,C2M payment - Grocery,REF32176227,C2M,2026-02-07 16:58:13,16,Saturday,2026-02
T044448,2025-07-03 18:54:39,C01758,M0339,88703.47,QRIS,QRIS,success,C2M payment - Fashion,REF79850242,C2M,2025-07-03 18:54:39,18,Thursday,2025-07
T044449,2025-08-22 03:10:35,C00262,M0197,39225659.49,EDC,debit,success,C2M payment - F&B,REF84352160,C2M,2025-08-22 03:10:35,3,Friday,2025-08
T044450,2025-07-02 11:46:47,C01564,M0187,11372855.19,QRIS,QRIS,success,C2M payment - F&B,REF44928871,C2M,2025-07-02 11:46:47,11,Wednesday,2025-07
T044451,2025-10-14 02:10:44,C00831,M0055,534992.12,QRIS,QRIS,success,C2M payment - F&B,REF79565748,C2M,2025-10-14 02:10:44,2,Tuesday,2025-10
T044452,2026-01-04 03:48:50,C00726,M0430,31310829.01,EDC,credit_card,success,C2M payment - Grocery,REF09121783,C2M,2026-01-04 03:48:50,3,Sunday,2026-01
T044453,2026-01-25 01:19:40,C00897,M0551,14342565.59,transfer,bank_transfer,success,C2M payment - Electronics,REF72416356,C2M,2026-01-25 01:19:40,1,Sunday,2026-01
T044454,2026-01-18 15:20:42,C01767,M0152,189304.02,QRIS,QRIS,success,C2M payment - F&B,REF21939625,C2M,2026-01-18 15:20:42,15,Sunday,2026-01
T044455,2025-10-28 10:09:02,M0468,M0292,35037734.91,transfer,bank_transfer,success,M2M settlement - Fashion,REF92952596,M2M,2025-10-28 10:09:02,10,Tuesday,2025-10
T044456,2025-10-28 18:34:44,C00667,M0463,36492014.03,transfer,bank_transfer,success,C2M payment - Grocery,REF85375569,C2M,2025-10-28 18:34:44,18,Tuesday,2025-10
T044457,2026-06-13 16:01:59,C00569,M0397,120314293.23,EDC,credit_card,success,C2M payment - Grocery,REF73498557,C2M,2026-06-13 16:01:59,16,Saturday,2026-06
T044459,2025-11-20 02:41:14,M0292,M0542,75000000.0,transfer,bank_transfer,success,M2M settlement - Electronics,REF12910630,M2M,2025-11-20 02:41:14,2,Thursday,2025-11
T044460,2025-11-28 06:14:36,C00348,M0700,5247959.31,QRIS,QRIS,success,C2M payment - Automotive,REF48877796,C2M,2025-11-28 06:14:36,6,Friday,2025-11
T044461,2026-04-19 10:35:45,M0223,M0247,5282742.73,transfer,bank_transfer,success,M2M settlement - Fashion,REF42261370,M2M,2026-04-19 10:35:45,10,Sunday,2026-04
T044462,2025-08-24 17:58:43,C01774,M0047,29665472.19,QRIS,QRIS,success,C2M payment - F&B,REF68172718,C2M,2025-08-24 17:58:43,17,Sunday,2025-08
T044463,2025-09-20 06:06:46,M0708,M0421,1704235.89,transfer,bank_transfer,success,M2M settlement - Grocery,REF87604771,M2M,2025-09-20 06:06:46,6,Saturday,2025-09
T044464,2026-04-05 22:08:57,C00966,M0006,5250175.75,QRIS,QRIS,success,C2M payment - F&B,REF73977423,C2M,2026-04-05 22:08:57,22,Sunday,2026-04
T044466,2025-08-26 21:32:47,M0182,M0667,3019282.61,transfer,bank_transfer,success,M2M settlement - Automotive,REF45099558,M2M,2025-08-26 21:32:47,21,Tuesday,2025-08
T044467,2025-11-12 13:05:28,C00434,M0277,333749.04,EDC,credit_card,success,C2M payment - Fashion,REF23345722,C2M,2025-11-12 13:05:28,13,Wednesday,2025-11
T044468,2025-12-27 01:21:26,C00207,M0658,14683306.4,EDC,debit,success,C2M payment - Automotive,REF52785398,C2M,2025-12-27 01:21:26,1,Saturday,2025-12
T044469,2025-09-30 11:49:09,C01342,M0286,4133574.88,QRIS,QRIS,success,C2M payment - Fashion,REF69175453,C2M,2025-09-30 11:49:09,11,Tuesday,2025-09
T044470,2026-06-08 19:04:15,C01439,M0461,302012.62,EDC,debit,success,C2M payment - Grocery,REF29543866,C2M,2026-06-08 19:04:15,19,Monday,2026-06
T044472,2025-08-24 16:55:57,M0610,M0450,12730882.53,EDC,debit,success,M2M settlement - Grocery,REF43426450,M2M,2025-08-24 16:55:57,16,Sunday,2025-08
T044473,2025-09-02 03:41:01,C01304,M0512,5247536.76,QRIS,QRIS,success,C2M payment - Electronics,REF64199900,C2M,2025-09-02 03:41:01,3,Tuesday,2025-09
T044474,2026-02-20 02:32:53,C00846,M0091,19719052.37,EDC,debit,success,C2M payment - F&B,REF71272146,C2M,2026-02-20 02:32:53,2,Friday,2026-02
T044475,2026-01-06 15:02:16,C00039,M0574,15823056.8,EDC,debit,success,C2M payment - Electronics,REF13200377,C2M,2026-01-06 15:02:16,15,Tuesday,2026-01
T044476,2025-12-03 23:05:41,C00142,M0401,23221003.98,EDC,debit,success,C2M payment - Grocery,REF24258114,C2M,2025-12-03 23:05:41,23,Wednesday,2025-12
T044478,2026-05-03 07:52:28,C00360,M0564,24435720.04,EDC,credit_card,success,C2M payment - Electronics,REF33563055,C2M,2026-05-03 07:52:28,7,Sunday,2026-05
T044479,2026-02-16 05:36:14,M0140,M0078,4787674.82,QRIS,QRIS,success,M2M settlement - F&B,REF48689454,M2M,2026-02-16 05:36:14,5,Monday,2026-02
T044480,2026-01-26 16:08:05,C01634,M0010,13423479.39,QRIS,QRIS,success,C2M payment - F&B,REF82383462,C2M,2026-01-26 16:08:05,16,Monday,2026-01
T044481,2025-09-05 22:41:50,C01587,M0031,26657817.37,EDC,debit,success,C2M payment - F&B,REF03785603,C2M,2025-09-05 22:41:50,22,Friday,2025-09
T044482,2025-12-29 02:40:59,M0532,M0025,25076194.84,transfer,bank_transfer,success,M2M settlement - F&B,REF56637431,M2M,2025-12-29 02:40:59,2,Monday,2025-12
T044483,2025-09-17 07:10:13,C00747,M0229,2840254.3,QRIS,QRIS,success,C2M payment - Fashion,REF30666255,C2M,2025-09-17 07:10:13,7,Wednesday,2025-09
T044484,2025-11-17 09:09:19,C01314,M0551,36837584.91,EDC,credit_card,success,C2M payment - Electronics,REF45863906,C2M,2025-11-17 09:09:19,9,Monday,2025-11
T044485,2026-05-30 13:45:39,M0668,M0236,6583171.07,transfer,bank_transfer,success,M2M settlement - Fashion,REF88301276,M2M,2026-05-30 13:45:39,13,Saturday,2026-05
T044486,2026-04-02 05:31:03,C01308,M0486,6520617.02,EDC,debit,success,C2M payment - Grocery,REF49457603,C2M,2026-04-02 05:31:03,5,Thursday,2026-04
T044487,2026-06-12 12:43:36,C00027,M0071,791112.57,EDC,debit,success,C2M payment - F&B,REF77308503,C2M,2026-06-12 12:43:36,12,Friday,2026-06
T044489,2025-08-10 15:55:19,C00454,M0319,2281663.37,QRIS,QRIS,success,C2M payment - Fashion,REF97300454,C2M,2025-08-10 15:55:19,15,Sunday,2025-08
T044491,2025-11-05 14:03:47,C00695,M0577,5135979.58,QRIS,QRIS,success,C2M payment - Electronics,REF59752673,C2M,2025-11-05 14:03:47,14,Wednesday,2025-11
T044492,2025-07-06 22:01:16,C00524,M0423,487501.13,unknown,unknown,success,C2M payment - Grocery,REF69679948,C2M,2025-07-06 22:01:16,22,Sunday,2025-07
T044493,2025-11-08 23:13:37,C00715,M0102,8375816.09,QRIS,QRIS,success,C2M payment - F&B,REF98049968,C2M,2025-11-08 23:13:37,23,Saturday,2025-11
T044494,2025-08-22 05:29:44,C00182,M0399,566528.73,QRIS,QRIS,success,C2M payment - Grocery,REF67822932,C2M,2025-08-22 05:29:44,5,Friday,2025-08
T044495,2026-01-25 08:08:03,M0567,M0564,43398872.01,transfer,bank_transfer,success,M2M settlement - Electronics,REF29767808,M2M,2026-01-25 08:08:03,8,Sunday,2026-01
T044496,2025-07-21 00:08:52,C01713,M0179,8913170.55,QRIS,QRIS,success,C2M payment - F&B,REF80482768,C2M,2025-07-21 00:08:52,0,Monday,2025-07
T044497,2026-03-27 10:30:32,C01831,M0263,8065541.87,EDC,debit,success,C2M payment - Fashion,REF76754630,C2M,2026-03-27 10:30:32,10,Friday,2026-03
T044498,2025-10-10 17:40:35,C01902,M0014,4559139.73,QRIS,QRIS,success,C2M payment - F&B,REF16195391,C2M,2025-10-10 17:40:35,17,Friday,2025-10
T044499,2026-01-12 16:38:45,C00645,M0392,114822.67,QRIS,QRIS,success,C2M payment - Grocery,REF54489984,C2M,2026-01-12 16:38:45,16,Monday,2026-01
T044500,2025-11-08 03:41:39,M0180,M0199,16764850.72,transfer,bank_transfer,success,M2M settlement - F&B,REF69006710,M2M,2025-11-08 03:41:39,3,Saturday,2025-11
T044501,2026-05-27 09:38:36,C00177,M0247,4812272.16,QRIS,QRIS,success,C2M payment - Fashion,REF14954770,C2M,2026-05-27 09:38:36,9,Wednesday,2026-05
T044502,2025-11-29 12:12:32,M0486,M0126,6623764.39,transfer,bank_transfer,success,M2M settlement - F&B,REF99326546,M2M,2025-11-29 12:12:32,12,Saturday,2025-11
T044503,2026-03-24 12:20:57,C00134,M0244,6414486.17,QRIS,QRIS,success,C2M payment - Fashion,REF32318520,C2M,2026-03-24 12:20:57,12,Tuesday,2026-03
T044504,2025-11-12 17:21:53,M0569,M0477,59311183.44,EDC,debit,success,M2M settlement - Grocery,REF51016943,M2M,2025-11-12 17:21:53,17,Wednesday,2025-11
T044505,2025-09-04 04:27:29,C01103,M0136,373382.7,QRIS,QRIS,success,C2M payment - F&B,REF36423431,C2M,2025-09-04 04:27:29,4,Thursday,2025-09
T044506,2026-06-25 04:34:15,M0334,M0616,3126481.55,transfer,bank_transfer,success,M2M settlement - Automotive,REF46521622,M2M,2026-06-25 04:34:15,4,Thursday,2026-06
T044507,2025-10-09 22:36:12,C01768,M0680,12447404.61,EDC,debit,success,C2M payment - Automotive,REF48298402,C2M,2025-10-09 22:36:12,22,Thursday,2025-10
