merchant_id,observed_qris_amount,observed_edc_amount,gross_qris_mdr_period,gross_edc_mdr_period,observation_months,monthly_gross_qris_mdr,monthly_gross_edc_mdr,monthly_net_qris_fbi,monthly_net_edc_fbi,monthly_net_total_fbi
M0441,10574534.34,7117969.47,21287.31351,80634.549545,12,1773.9427925,6719.545795416667,1507.851373625,5711.613926104166,7219.465299729166
M0440,429380680.78000003,744304042.6,3005664.76546,5798971.4489049995,12,250472.06378833333,483247.6207420833,212901.25422008333,410760.47763077077,623661.7318508541
M0408,396113107.92,256257361.65,2772791.75544,1916749.998695,12,231065.97962,159729.16655791667,196406.082677,135769.79157422917,332175.87425122916
M0406,629884054.47,1520282883.0,4409188.38129,9131066.26395,12,367432.3651075,760922.1886625,312317.51034137496,646783.860363125,959101.3707045
M0405,9610838.41,4150226.9099999997,7634.91741,9372.804935,12,636.2431175,781.0670779166667,540.8066498750001,663.9070162291666,1204.7136661041668
M0436,526931687.53,559469935.56,3688521.81271,4314890.796615,12,307376.81772583333,359574.23305125,261270.29506695832,305638.09809356247,566908.3931605208
M0435,846322738.15,2472940603.53,5924259.16705,21232714.704355,12,493688.26392083336,1769392.8920295835,419635.02433270833,1503983.958225146,1923618.9825578541
M0434,8273403.31,7485794.85,10645.77975,28227.65315,12,887.1483125,2352.3044291666665,754.076065625,1999.4587647916665,2753.5348304166664
M0430,489037013.21,675371886.8100001,3423259.09247,5827885.878260001,12,285271.59103916667,485657.15652166674,242480.85238329167,412808.58304341673,655289.4354267084
M0027,382502727.12,411461439.87,2677519.08984,4513059.00597,12,223126.59082,376088.2504975,189657.602197,319675.012922875,509332.615119875
M0691,10214725.06,8048202.4,13368.415140000001,56603.422165,12,1114.034595,4716.951847083334,946.92940575,4009.4090700208335,4956.338475770834
M0689,198502500.49,147828664.76,1389517.50343,1466255.63134,12,115793.12528583333,122187.96927833334,98424.15649295833,103859.77388658334,202283.93037954165
M0688,12468845.24,13257407.67,17870.75958,118351.97244999999,12,1489.2299650000002,9862.664370833332,1265.84547025,8383.264715208332,9649.110185458332
M0685,314450301.37,1126525028.43,2201152.10959,8240056.87852,12,183429.34246583332,686671.4065433333,155914.94109595832,583670.6955618333,739585.6366577917
M0684,4860816.9399999995,4135731.63,1762.2534899999998,58465.396665,12,146.8544575,4872.11638875,124.82628887499999,4141.2989304375,4266.125219312499
M0681,416079269.42,1160822086.34,2912554.88594,7542527.656585,12,242712.90716166666,628543.9713820834,206305.97108741666,534262.3756747708,740568.3467621874
M0680,521997381.92,1394940766.78,3653981.67344,10072593.711845,12,304498.47278666665,839382.8093204167,258823.70186866666,713475.3879223542,972299.0897910208
M0693,409710301.01,354591530.26,2867972.10707,1995736.23151,12,238997.67558916667,166311.35262583333,203148.02425079167,141364.6497319583,344512.67398275
M0019,275106504.9,436863448.49,1925745.5343,1693433.302835,12,160478.794525,141119.44190291667,136406.97534625,119951.52561747917,256358.50096372917
M0018,597441335.8,804529579.9399999,4182089.3506,2522191.297935,12,348507.44588333333,210182.60816125,296231.3290008333,178655.2169370625,474886.54593789583
M0017,15845078.97,4148114.5,25927.944750000002,34270.82428,12,2160.6620625,2855.9020233333335,1836.562753125,2427.5167198333334,4264.079472958333
M0015,9409640.44,4833568.81,14191.476359999999,48888.296185,12,1182.62303,4074.024682083333,1005.2295754999999,3462.920979770833,4468.150555270833
M0014,556683923.26,854970070.87,3896787.46282,6176658.537105001,12,324732.2885683333,514721.54475875007,276022.4452830833,437513.31304493756,713535.7583280208
M0013,392034329.46,604804995.05,2744240.30622,2677085.10128,12,228686.69218500002,223090.42510666666,194383.68835725,189626.86134066666,384010.54969791666
M0043,17201016.73,3975001.33,34208.71074,13397.073685,12,2850.725895,1116.4228070833333,2423.11701075,948.9593860208332,3372.0763967708335
M0041,600652647.56,1055205777.7,4204568.53292,8318075.040575,12,350380.71107666666,693172.9200479167,297823.60441516666,589196.9820407291,887020.5864558958
M0040,359791896.48,355661038.07,2518543.27536,1086564.63577,12,209878.60627999998,90547.05298083334,178396.815338,76964.99503370833,255361.8103717083
M0629,269617677.56,546724571.5600001,1887323.74292,2453757.387985,12,157276.97857666668,204479.78233208333,133685.43179016668,173807.81498227082,307493.2467724375
M0659,177355377.6,891017895.86,1241487.6432,6345516.778555,12,103457.3036,528793.0648795833,87938.70805999999,449474.1051476458,537412.8132076458
M0657,9446838.23,8932029.26,12136.9482,108181.02862,12,1011.4123500000001,9015.085718333334,859.7004975,7662.822860583334,8522.523358083334
M0654,255513718.25,378989759.67,1788596.02775,2920237.55193,12,149049.66897916666,243353.1293275,126692.21863229165,206850.159928375,333542.3785606667
M0653,304741597.90999997,1583262356.23,2133191.18537,13243263.662190001,12,177765.93211416667,1103605.3051825,151101.04229704165,938064.509405125,1089165.5517021667
M0652,16000619.209999999,4764541.24,29234.9928,18973.814685,12,2436.2494,1581.15122375,2070.81199,1343.9785401875001,3414.7905301875003
M0649,358803884.82,1282285937.22,2511627.19374,8519131.525905,12,209302.266145,709927.62715875,177906.92622325,603438.4830849374,781345.4093081874
M0677,17017714.02,6013246.23,23745.033180000002,70065.71054500001,12,1978.7527650000002,5838.809212083334,1681.93985025,4962.987830270834,6644.927680520834
M0036,11762201.89,3134317.0700000003,20331.93318,23018.20406,12,1694.327765,1918.1836716666667,1440.17860025,1630.4561209166666,3070.6347211666666
M0035,12599784.68,5748322.38,14738.622480000002,65006.027475,12,1228.21854,5417.1689562500005,1043.9857590000001,4604.5936128125,5648.5793718125005
M0028,9254329.89,5694492.51,11958.53745,54093.096255,12,996.5447875,4507.75802125,847.0630693749999,3831.5943180624995,4678.657387437499
M0033,281418905.14,328021023.01,1969932.33598,2518653.11743,12,164161.02799833333,209887.75978583333,139536.8737985833,178404.59581795832,317941.46961654164
M0042,13771521.26,8678903.13,28183.239090000003,83678.29828,12,2348.6032575000004,6973.191523333334,1996.3127688750003,5927.212794833334,7923.525563708334
M0683,10707882.16,4430645.06,19936.34961,66464.44183,12,1661.3624675,5538.703485833333,1412.1580973750001,4707.897962958333,6120.056060333332
M0426,12600685.91,8958430.3,23363.06082,97191.043955,12,1946.921735,8099.253662916667,1654.8834747499998,6884.365613479167,8539.249088229168
M0429,7653359.6899999995,5538580.64,10166.52024,33548.272515000004,12,847.21002,2795.6893762500004,720.128517,2376.3359698125,3096.4644868125
M0449,366057667.88,840978895.64,2562403.67516,3881303.13991,12,213533.63959666668,323441.92832583335,181503.59365716667,274925.63907695835,456429.232734125
M0472,382313952.12,754943455.46,2676197.66484,7054212.63579,12,223016.47207000002,587851.0529824999,189564.00125950002,499673.3950351249,689237.3962946249
M0484,514933106.54,351052382.4,3604531.74578,1788784.374885,12,300377.64548166667,149065.36457375,255320.99865941665,126705.5598876875,382026.5585471041
M0398,7042744.39,5257704.58,7693.6771499999995,43916.456645,12,641.1397625,3659.7047204166665,544.9687981249999,3110.7490123541666,3655.7178104791665
M0404,15241179.8,5315978.83,25248.02535,17517.418945,12,2104.0021125,1459.7849120833334,1788.4017956249997,1240.8171752708333,3029.218970895833
M0363,313104283.65,378465882.9,2191729.98555,3062625.47287,12,182644.16546249998,255218.78940583335,155247.540643125,216935.97099495833,372183.5116380833
M0355,7488192.2700000005,2920758.59,4231.788839999999,8792.560935,12,352.64906999999994,732.7134112499999,299.75170949999995,622.8063995624999,922.5581090624999
M0528,7877746.28,7201060.0,9506.1261,88072.56427,12,792.1771749999999,7339.380355833334,673.3505987499999,6238.473302458334,6911.823901208334
M0271,9838244.6,7229217.28,18340.59816,65200.562920000004,12,1528.38318,5433.380243333334,1299.125703,4618.373206833334,5917.4989098333335
M0547,238159726.01,835798921.51,1667118.08207,6878119.06653,12,138926.50683916666,573176.5888775,118087.53081329165,487200.10054587503,605287.6313591667
M0234,9255288.64,8275041.43,14746.35165,106942.37789,12,1228.8626375000001,8911.864824166667,1044.5332418750002,7575.085100541667,8619.618342416667
M0236,9383193.31,4385254.9,18176.554949999998,52964.877810000005,12,1514.7129125,4413.739817500001,1287.5059756249998,3751.6788448750003,5039.184820500001
M0201,558912801.84,494836384.51,3912389.61288,2313371.10662,12,326032.46774,192780.92555166667,277127.597579,163863.78671891667,440991.38429791667
M0174,409800062.45,942562192.54,2868600.43715,8392762.536805,12,239050.03642916668,699396.8780670833,203192.53096479166,594487.3463570208,797679.8773218124
M0566,8259055.05,8493930.28,8423.78895,60048.05276,12,701.9824125,5004.004396666666,596.685050625,4253.403737166666,4850.088787791667
M0608,17630672.45,7225719.96,27064.26627,59603.41185,12,2255.3555225,4966.950987499999,1917.052194125,4221.908339375,6138.9605335
M0114,9090433.07,4261518.25,18076.23021,6392.277375000001,12,1506.3525175000002,532.68978125,1280.399639875,452.78631406249997,1733.1859539375
M0126,5719727.79,1617843.1400000001,6649.661910000001,25699.882555000004,12,554.1384925000001,2141.6568795833336,471.01771862500004,1820.4083476458336,2291.426066270834
M0090,379940781.4,253825100.13,2659585.4698,1121304.48594,12,221632.12248333334,93442.04049500001,188387.30411083333,79425.73442075,267813.0385315833
M0634,398634748.37,366808978.33,2790443.23859,3232522.180085,12,232536.93654916668,269376.8483404167,197656.39606679167,228970.32108935417,426626.71715614584
M0633,389428265.77,2428966653.09,2725997.86039,15480876.025795002,12,227166.48836583333,1290073.0021495835,193091.5151109583,1096562.051827146,1289653.5669381043
M0637,327613404.71,937035030.08,2293293.83297,5815983.900585,12,191107.81941416665,484665.32504875003,162441.64650204164,411965.5262914375,574407.1727934792
M0640,10459700.16,6783188.41,17581.39725,69254.34595,12,1465.1164375,5771.195495833334,1245.348971875,4905.516171458334,6150.865143333333
M0466,435177939.17,212105371.91,3046245.57419,1338658.5606550002,12,253853.79784916667,111554.88005458335,215775.72817179168,94821.64804639584,310597.3762181875
M0074,11386073.98,7813867.68,20017.53486,74446.14672,12,1668.127905,6203.845560000001,1417.90871925,5273.268726,6691.17744525
M0045,18646852.07,6170103.82,26403.71244,56415.784190000006,12,2200.30937,4701.315349166667,1870.2629645,3996.118046791667,5866.381011291667
M0021,176672863.84,261322989.95,1236710.04688,2070801.8109900001,12,103059.17057333334,172566.81758250002,87600.29498733333,146681.794945125,234282.08993245833
M0024,342697363.79,264458157.9,2398881.54653,931412.51631,12,199906.79554416667,77617.7096925,169920.77621254168,65975.053238625,235895.82945116668
M0165,161561434.08,374722680.92,1130930.03856,3145000.743045,12,94244.16988,262083.39525375,80107.544398,222770.88596568748,302878.43036368745
M0054,311149098.38,458276309.32,2178043.68866,2248178.635075,12,181503.64072166666,187348.21958958334,154278.09461341664,159245.98665114582,313524.08126456244
M0006,383296257.96,255171634.89,2683073.80572,2055618.07181,12,223589.48381,171301.50598416667,190051.0612385,145606.28008654166,335657.34132504166
M0002,443815052.92,681179906.47,3106705.37044,3794727.596975,12,258892.11420333336,316227.2997479167,220058.29707283335,268793.2047857292,488851.5018585625
M0690,370335290.01,1748381968.16,2592347.03007,9917835.73467,12,216028.9191725,826486.3112225,183624.581296625,702513.364539125,886137.94583575
M0687,221380864.09,788340860.26,1549666.04863,5016816.16774,12,129138.83738583334,418068.0139783334,109768.01177795834,355357.81188158336,465125.82365954167
M0686,396951025.93,1004555591.89,2778657.18151,6960211.198965,12,231554.76512583334,580017.59991375,196821.55035695832,493014.9599266875,689836.5102836458
M0682,358726976.62,377448954.0,2511088.83634,3458090.56757,12,209257.40302833333,288174.21396416664,177868.79257408332,244948.08186954164,422816.874443625
M0679,11924875.2,8119653.12,13890.90108,52617.859339999995,12,1157.57509,4384.821611666666,983.9388265,3727.0983699166663,4711.037196416666
M0020,459504974.4,927139575.54,3216534.8208000003,6131432.2194300005,12,268044.56840000005,510952.68495250004,227837.88314000002,434309.782209625,662147.665349625
M0016,382342793.87,1986126973.53,2676399.5570900002,10322242.616625,12,223033.29642416668,860186.88471875,189578.30196054166,731158.8520109375,920737.1539714792
M0009,243210569.98,249423163.76,1702473.98986,1347179.8400450002,12,141872.83248833334,112264.98667041668,120591.90761508334,95425.23866985417,216017.1462849375
M0437,195115736.71,304772469.3,1365810.1569700001,2969586.557265,12,113817.51308083335,247465.54643875,96744.88611870834,210345.71447293748,307090.6005916458
M0464,401461182.7,258302511.23,2810228.2789000003,1647206.56396,12,234185.68990833336,137267.21366333333,199057.83642208335,116677.13161383332,315734.9680359167
M0454,266947128.48,379443851.53,1868629.89936,2537134.61833,12,155719.15828,211427.88486083332,132361.284538,179713.70213170833,312074.98666970833
M0676,196370036.61,836532713.63,1374590.25627,6168486.0850100005,12,114549.1880225,514040.5070841667,97366.809819125,436934.43102154165,534301.2408406667
M0675,353861120.53000003,1008345703.34,2477027.84371,7533148.463815,12,206418.98697583334,627762.3719845833,175456.13892945834,533598.0161868958,709054.1551163541
M0674,515368823.53,1249696256.75,3607581.76471,4063716.8871850003,12,300631.8137258333,338643.0739320834,255537.0416669583,287846.6128422709,543383.6545092291
M0673,317808755.37,331523500.36,2224661.28759,2014961.506755,12,185388.4406325,167913.45889625,157580.174537625,142726.4400618125,300306.61459943745
M0670,359276764.85,377661585.75,2514937.35395,1332505.922005,12,209578.11282916667,111042.16016708333,178141.39590479166,94385.83614202082,272527.2320468125
M0665,212502612.63,831498916.13,1487518.28841,4901068.125855,12,123959.85736750001,408422.34382124996,105365.87876237501,347158.99224806245,452524.8710104375
M0664,13590659.13,8203246.16,26569.45746,53149.61934500001,12,2214.121455,4429.1349454166675,1882.0032367499998,3764.764703604167,5646.767940354167
M0423,8023004.92,2525247.43,7303.30677,3787.871145,12,608.6088975,315.65592875,517.317562875,268.3075394375,785.6251023125001
M0422,353852446.21,388719778.41,2476967.12347,2343643.23709,12,206413.92695583333,195303.60309083332,175451.83791245832,166008.06262720833,341459.90053966665
M0447,11713442.71,4170261.44,19535.65029,27301.537910000003,12,1627.9708575000002,2275.128159166667,1383.775228875,1933.858935291667,3317.634164166667
M0444,317768395.42,280417048.01,2224378.76794,945896.49215,12,185364.89732833335,78824.70767916666,157560.16272908333,67001.00152729166,224561.164256375
M0442,10877402.1,4651532.96,14448.860670000002,6977.29944,12,1204.0717225,581.44162,1023.460964125,494.2253769999999,1517.686341125
M0407,432880588.27,992574405.25,3030164.11789,6509843.229135,12,252513.6764908333,542486.93576125,214636.6250172083,461113.8953970625,675750.5204142708
M0433,353789686.46999997,828102043.02,2476527.80529,6066313.22945,12,206377.3171075,505526.1024541667,175420.719541375,429697.18708604167,605117.9066274166
M0432,245372975.45,301088339.26,1717610.82815,2119638.102325,12,143134.23567916665,176636.50852708332,121664.10032729166,150141.0322480208,271805.13257531245
M0431,579032116.54,454649932.85,4053224.81578,3324913.5197,12,337768.73464833334,277076.1266416667,287103.42445108335,235514.70764541667,522618.1320965
M0427,579505149.26,640783174.44,4056536.04482,5008173.783995,12,338044.67040166666,417347.8153329166,287337.96984141663,354745.6430329791,642083.6128743957
M0482,189526772.43,256638748.24,1326687.40701,2307750.500265,12,110557.2839175,192312.54168875,93973.691329875,163465.6604354375,257439.3517653125
M0481,517322221.23,403654409.19,3621255.54861,1963491.73781,12,301771.2957175,163624.31148416668,256505.60135987497,139080.66476154167,395586.26612141664
M0480,483160097.95,643318234.61,3382120.68565,3967983.44037,12,281843.39047083334,330665.2866975,239566.88190020833,281065.49369287497,520632.3755930833
M0477,656544546.06,1032018447.08,4595811.82242,8595948.931975,12,382984.318535,716329.0776645833,325536.67075475,608879.7160148958,934416.3867696458
M0471,13403091.27,4298404.82,21339.20304,16974.887005,12,1778.26692,1414.5739170833333,1511.526882,1202.3878295208333,2713.9147115208334
M0394,436112836.12,426350390.94,3052789.8528400003,3143761.56517,12,254399.15440333335,261980.13043083332,216239.28124283333,222683.11086620833,438922.3921090417
M0393,542591246.12,1066774271.68,3798138.72284,6730311.10735,12,316511.56023666664,560859.2589458333,269034.82620116667,476730.3701039583,745765.196305125
M0391,11195391.53,3429548.52,18504.77031,11138.544225,12,1542.0641925,928.21201875,1310.754563625,788.9802159374999,2099.7347795625
M0390,192408359.05,127751313.16,1346858.51335,1251643.683985,12,112238.20944583333,104303.64033208333,95402.47802895833,88658.09428227083,184060.57231122916
M0417,457038719.51,337769756.6,3199271.03657,2892048.582245,12,266605.91971416667,241004.0485204167,226615.03175704167,204853.4412423542,431468.47299939586
M0414,263830771.68,48547682.85,1846815.40176,150573.185525,12,153901.28348,12547.765460416667,130816.090958,10665.600641354167,141481.69159935418
M0412,550120669.4,1364267077.9,3850844.6858,9141119.50355,12,320903.7238166667,761759.9586291667,272768.1652441667,647495.9648347917,920264.1300789583
M0410,504658669.31,309578878.09,3532610.68517,3662707.94467,12,294384.22376416664,305225.6620558333,250226.59019954165,259441.81274745832,509668.402947
M0376,591754789.26,1185968214.53,4142283.52482,7260822.23804,12,345190.293735,605068.5198366666,293411.74967475,514308.2418611666,807719.9915359167
M0400,15597629.81,5880540.46,30188.59647,46412.96091,12,2515.7163725,3867.7467425,2138.358916625,3287.584731125,5425.94364775
M0359,467251155.91,820870682.52,3270758.09137,7232113.344459999,12,272563.17428083334,602676.1120383333,231678.69813870834,512274.6952325833,743953.3933712917
M0386,9144044.98,2871209.62,16483.99563,15837.32053,12,1373.6663025,1319.7767108333335,1167.616357125,1121.8102042083335,2289.4265613333337
M0384,352948655.62,301804627.65,2470640.58934,2786378.30096,12,205886.71577833334,232198.19174666668,175003.70841158333,197368.46298466666,372372.17139625
M0383,328878048.59000003,727402429.2,2302146.34013,6004746.33662,12,191845.52834416667,500395.5280516667,163068.69909254168,425336.19884391665,588404.8979364584
M0491,17846339.82,14161648.52,29676.68946,157286.018055,12,2473.057455,13107.16817125,2102.09883675,11141.0929455625,13243.191782312499
M0489,396795832.1,633454997.17,2777570.8247,4525513.0655350005,12,231464.23539166668,377126.0887945834,196744.60008291667,320557.17547539587,517301.77555831254
M0348,402202582.34,932926781.97,2815418.07638,9601305.8355,12,234618.17303166667,800108.819625,199425.44707691667,680092.4966812499,879517.9437581666
M0347,292579058.71,587654923.0,2048053.41097,4367645.69746,12,170671.11758083335,363970.47478833335,145070.44994370834,309374.9035700833,454445.3535137917
M0345,8952771.629999999,5915037.91,14897.6298,103325.87400000001,12,1241.4691500000001,8610.489500000001,1055.2487775000002,7318.916075000001,8374.164852500002
M0371,441395417.03999996,971070042.13,3089767.91928,5382294.46658,12,257480.65994,448524.53888166667,218858.560949,381245.8580494167,600104.4189984167
M0369,512715197.18,955552140.6899999,3589006.38026,5822891.131195,12,299083.8650216667,485240.92759958334,254221.2852684167,412454.7884596458,666676.0737280624
M0332,293579227.72,419506291.24,2055054.59404,2924042.903165,12,171254.54950333334,243670.24193041667,145566.36707783333,207119.70564085417,352686.0727186875
M0328,453558304.09000003,841918510.22,3174908.12863,9532175.97769,12,264575.67738583335,794347.9981408333,224889.32577795835,675195.7984197083,900085.1241976666
M0325,7045012.54,3563150.28,5363.175929999999,5344.725420000001,12,446.93132749999995,445.39378500000004,379.8916283749999,378.58471725000004,758.476345625
M0351,365342224.97,472723649.14,2557395.57479,3793875.504875,12,213116.29789916668,316156.2920729167,181148.85321429168,268732.8482619792,449881.70147627086
M0349,474395284.6,1161479672.3,3320766.9922,9264216.25773,12,276730.58268333337,772018.0214775,235220.99528083336,656215.3182558749,891436.3135367082
M0512,419356521.01,341122111.41,2935495.64707,2626109.484255,12,244624.63725583334,218842.45702125,207930.94166745833,186016.08846806252,393947.03013552085
M0510,178009885.03,418391649.44,1246069.19521,2544961.418145,12,103839.09960083333,212080.11817875,88263.23466070833,180268.1004519375,268531.3351126458
M0509,403906143.86,1134053859.8,2827343.00702,9929919.175905,12,235611.91725166666,827493.26465875,200270.12966391665,703369.2749599376,903639.4046238542
M0505,5044633.03,11281456.65,1919.39919,86626.10665,12,159.94993250000002,7218.842220833333,135.957442625,6136.015887708333,6271.973330333333
M0316,320155509.59,274444374.55,2241088.5671300003,2490890.200215,12,186757.3805941667,207574.18335125002,158743.7735050417,176438.0558485625,335181.82935360423
M0311,511333448.73,934716776.63,3579334.14111,8226735.6661,12,298277.84509250004,685561.3055083334,253536.16832862503,582727.1096820834,836263.2780107084
M0340,312654394.71,356933047.58,2188580.76297,2784500.9251449998,12,182381.7302475,232041.74376208332,155024.470710375,197235.48219777082,352259.95290814585
M0337,160314632.55,301922287.07,1122202.42785,2438505.895345,12,93516.86898750001,203208.82461208335,79489.33863937501,172727.50092027083,252216.83955964586
M0335,441136682.72,474107961.18,3087956.77904,2991338.038585,12,257329.73158666666,249278.16988208334,218730.27184866666,211886.44439977084,430616.71624843753
M0301,10558541.91,9820666.69,17303.564309999998,68480.561485,12,1441.9636924999998,5706.713457083333,1225.6691386249997,4850.706438520833,6076.375577145833
M0297,372786622.52,336133703.89,2609506.35764,3041410.63619,12,217458.86313666668,253450.88634916666,184840.03366616668,215433.25339679164,400273.28706295835
M0307,332967827.22,374942429.51,2330774.79054,3793267.649135,12,194231.232545,316105.6374279167,165096.54766325,268689.79181372916,433786.33947697916
M0304,860115986.67,1941103741.73,6020811.906690001,22057602.212735,12,501734.32555750007,1838133.5177279168,426474.17672387505,1562413.4900687293,1988887.6667926044
M0501,8458997.23,6522743.06,14221.43496,85466.761,12,1185.11958,7122.230083333333,1007.351643,6053.895570833332,7061.247213833332
M0532,434008915.13,1861917943.81,3038062.40591,14383435.474440001,12,253171.8671591667,1198619.62287,215196.08708529169,1018826.6794395001,1234022.7665247917
M0530,325560029.21,506631873.3,2278920.20447,4239084.044985,12,189910.01703916668,353257.00374875,161423.51448329168,300268.4531864375,461691.96766972914
M0524,5306392.14,9236466.4,5259.46887,33324.960775,12,438.2890725,2777.0800645833333,372.54571162499997,2360.5180548958333,2733.0637665208333
M0270,383535076.25,796205023.65,2684745.53375,7103516.78869,12,223728.79447916665,591959.7323908333,190169.47530729164,503165.7725322083,693335.2478395
M0268,10294291.77,4268202.07,18175.662539999998,52517.943895000004,12,1514.6385449999998,4376.495324583334,1287.4427632499999,3720.0210258958336,5007.463789145833
M0267,591636242.65,743769756.15,4141453.69855,7665208.20621,12,345121.1415458333,638767.3505175001,293352.9703139583,542952.247939875,836305.2182538332
M0264,407570444.37,561651745.61,2852993.11059,3869019.145465,12,237749.4258825,322418.26212208334,202087.01200012502,274055.52280377084,476142.53480389586
M0292,402072692.32,953228443.78,2814508.84624,7390400.556995,12,234542.40385333332,615866.7130829167,199361.04327533333,523486.70612047915,722847.7493958125
M0291,443362440.86,432946920.27,3103537.08602,2896344.369465,12,258628.09050166665,241362.03078875,219833.87692641665,205157.7261704375,424991.6030968542
M0290,3179265.89,1509205.63,0.0,11712.748749999999,12,0.0,976.0623958333332,0.0,829.6530364583332,829.6530364583332
M0287,17146572.1,6884716.79,31936.17084,26350.736965,12,2661.34757,2195.894747083333,2262.1454344999997,1866.5105350208332,4128.6559695208325
M0255,643577628.8100001,1361518236.03,4505043.4016700005,10471892.650325,12,375420.28347250004,872657.7208604167,319107.24095162505,741759.0627313541,1060866.3036829792
M0253,368965026.08,600896596.9,2582755.18256,5060837.69408,12,215229.59854666668,421736.47450666665,182945.15876466667,358476.00333066663,541421.1620953333
M0251,334186140.48,263219056.97,2339302.98336,2647163.61528,12,194941.91528,220596.96794,165700.627988,187507.422749,353208.05073699995
M0246,251386324.81,400397001.34,1759704.27367,3883039.643065,12,146642.02280583335,323586.63692208333,124645.71938495834,275048.6413837708,399694.3607687291
M0245,12225863.17,4546962.01,15528.94401,42167.179785,12,1294.0786675,3513.93164875,1099.966867375,2986.8419014375,4086.8087688124997
M0274,780146736.34,1283969041.49,5461027.15438,11544582.926835,12,455085.59619833337,962048.57723625,386822.7567685834,817741.2906508126,1204564.047419396
M0548,545624893.51,1780997306.96,3819374.25457,18047978.986465,12,318281.18788083334,1503998.2488720834,270539.0096987083,1278398.511541271,1548937.5212399792
M0541,261517120.95,416644361.18,1830619.84665,3223883.63242,12,152551.6538875,268656.96936833335,129668.905804375,228358.42396308333,358027.3297674583
M0540,219418594.89000002,1062609943.4,1535930.16423,11247087.47045,12,127994.1803525,937257.2892041667,108795.053299625,796668.6958235417,905463.7491231668
M0538,318385201.61,395421520.22,2228696.41127,4670233.337535,12,185724.70093916668,389186.11146125005,157865.99579829167,330808.19474206254,488674.19054035423
M0534,359511748.19,1193127578.16,2516582.23733,11271460.00179,12,209715.18644416667,939288.3334825,178257.90847754167,798395.083460125,976652.9919376667
M0241,182971273.8,316982910.04,1280798.9166,2975568.9658250003,12,106733.24305,247964.0804854167,90723.2565925,210769.46841260418,301492.7250051042
M0240,482063820.58,350732859.71,3374446.74406,1220716.844475,12,281203.8953383333,101726.40370625,239023.31103758333,86467.4431503125,325490.7541878958
M0239,355909150.14,624477305.73,2491364.05098,7426428.991205,12,207613.670915,618869.0826004167,176471.62027775,526038.7202103542,702510.3404881041
M0237,334809347.71,396493087.51,2343665.43397,3210205.20705,12,195305.45283083335,267517.10058749997,166009.63490620835,227389.53549937496,393399.17040558334
M0232,415629293.88,351041995.2,2909405.0571600003,4068614.08685,12,242450.42143000002,339051.1739041667,206082.85821550002,288193.49781854165,494276.3560340417
M0231,734489686.88,970662229.4499999,5141427.8081600005,9697915.955095,12,428452.3173466667,808159.6629245834,364184.4697446667,686935.7134858959,1051120.1832305626
M0230,7840022.54,5253167.43,7603.63011,54413.171884999996,12,633.6358425,4534.430990416667,538.5904661249999,3854.2663418541665,4392.856807979167
M0260,418437836.91,900886043.43,2929064.85837,7380837.163725001,12,244088.7381975,615069.7636437501,207475.427467875,522809.2990971876,730284.7265650625
M0259,471938124.8,721685693.96,3303566.8736,6399178.2722000005,12,275297.23946666665,533264.8560166667,234002.65354666664,453275.1276141667,687277.7811608333
M0224,358146949.96,725448776.03,2507028.64972,6863472.571520001,12,208919.05414333334,571956.0476266667,177581.19602183334,486162.6404826667,663743.8365045001
M0222,437130740.54,505845214.88,3059915.18378,4602269.845170001,12,254992.93198166668,383522.48709750007,216743.99218441668,325994.11403287505,542738.1062172917
M0220,217474345.62,847165159.39,1522320.41934,8320242.461885,12,126860.034945,693353.5384904166,107831.02970325001,589350.5077168541,697181.5374201041
M0218,6516192.63,1951611.51,7523.44299,7744.857225,12,626.9535824999999,645.40476875,532.9105451249999,548.5940534375,1081.5045985624997
M0214,362978899.82,280630406.96,2540852.29874,2458642.6137,12,211737.69156166667,204886.884475,179977.03782741667,174153.85180375,354130.8896311667
M0213,466509231.0,425128639.75,3265564.617,3455996.49959,12,272130.38475,287999.7082991667,231310.8270375,244799.7520542917,476110.5790917917
M0244,483305117.76,1137642760.21,3383135.82432,7851755.679185,12,281927.98536,654312.9732654167,239638.787556,556166.0272756042,795804.8148316042
M0559,235581089.11,135721143.95,1649067.62377,1594127.5296550002,12,137422.30198083332,132843.96080458336,116808.95668370831,112917.36668389585,229726.32336760417
M0207,8477716.88,5530704.9,10300.36689,10601.689965000001,12,858.3639075,883.4741637500001,729.6093213749999,750.9530391875,1480.5623605625
M0206,6733379.069999999,6399698.94,11599.448820000001,25352.00426,12,966.6207350000001,2112.6670216666666,821.62762475,1795.7669684166665,2617.3945931666667
M0200,312382743.73,243715386.24,2186679.20611,2702003.1779,12,182223.26717583335,225166.93149166668,154889.77709945833,191391.89176791668,346281.668867375
M0197,382958727.99,954837212.84,2680711.09593,6848189.9978,12,223392.59132749998,570682.4998166667,189883.70262837497,485080.1248441667,674963.8274725417
M0226,8181571.71,7278821.239999999,9126.47886,62895.769515,12,760.539905,5241.31412625,646.45891925,4455.1170073125,5101.5759265625
M0192,295427047.74,834617783.07,2067989.33418,6462433.717765,12,172332.444515,538536.1431470833,146482.57783775,457755.7216750208,604238.2995127708
M0189,8153045.37,7866080.12,5489.48673,114789.53741,12,457.4572275,9565.794784166666,388.838643375,8130.925566541666,8519.764209916666
