merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_nasabah_bni,produk_bni,tgl_registrasi,status,avg_omzet_bulanan,degree,weighted_degree,pagerank,betweenness,community_id,community_size,connected_bni_ratio,avg_neighbor_jaccard,n_customers,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_website,has_social_media,has_rating,is_hub,customer_density,log_pagerank,log_omzet,log_weighted_degree,log_n_customers,avg_amount_per_transactions,edc_ratio,qris_ratio
M0672,Bengkel Jaya,Automotive,bengkel,retailer,Jakarta,Tebet,Ya,"EDC, QRIS",2019-09-29,aktif,10159794.0,2.0,0.11629500000000001,0.0010723765109797519,0.001655220989610847,7,40.0,0.5,0.058147500000000005,43.0,19.0,12.0,3.5,1.0,0,1,1,0,14.333333333333334,2.4616179876596727,16.133948822745694,0.11001516594583448,3.784189633918261,125983.77272727272,0.36363637,0.54545456
M0058,Dapur Bu Tini,F&B,cafe,retailer,Depok,Cinere,Tidak,,,,49709611.0,4.0,0.21939999999999998,0.0015581653628676008,0.0034362186501647675,5,38.0,0.75,0.05485,48.0,15.0,38.0,4.1,2.0,0,0,1,0,9.6,2.8082968810833884,17.721708872769824,0.19835893449157865,3.8918202981106265,140258.62,0.38,0.48
M0557,Digital Bang Jali,Electronics,computer,retailer,Bandung,Buah Batu,Tidak,,,,57075784.0,2.0,0.103103,0.0008131996230160675,0.0004477649485573416,1,28.0,0.5,0.0515515,39.0,17.0,4.0,3.7,1.0,0,0,1,0,13.0,2.211784315851068,17.859890504118226,0.09812711759787723,3.6888794541139363,572189.358974359,0.35897437,0.41025642
M0527,Digital Jaya,Electronics,computer,retailer,Bekasi,Jababeka,Ya,EDC,2020-04-05,aktif,15175787.0,6.0,0.324054,0.0020789433406828684,0.00968983472945438,12,67.0,0.5,0.05400900000000001,60.0,13.0,31.0,4.7,1.0,0,0,1,0,8.571428571428571,3.081425146178289,16.535211821074004,0.28069824218160006,4.110873864173311,184877.2380952381,0.31746033,0.5714286
M0028,Resto Mulia,F&B,catering,retailer,Jakarta,Pluit,Ya,"EDC, QRIS",2025-06-29,aktif,92076307.0,6.0,0.32262599999999997,0.001905741120441294,0.006228460745100999,9,62.0,0.6666666666666666,0.053771000000000006,56.0,19.0,40.0,0.0,1.0,0,1,0,0,8.0,2.998598721584295,18.338128226004983,0.2796191543141078,4.04305126783455,149439.31578947368,0.33333334,0.49122807
M0389,Minimarket Bu Tini,Grocery,toko_kelontong,retailer,Jakarta,Thamrin,Tidak,,,,154450073.0,6.0,0.32373399999999997,0.0018951208016309224,0.011319900384876612,6,29.0,0.3333333333333333,0.05395566666666667,61.0,11.0,30.0,0.0,2.0,0,0,0,0,8.714285714285714,2.993289693698613,18.855381456448207,0.28045653098602247,4.127134385045092,138785.03125,0.390625,0.5
M0488,Minimarket Sejahtera,Grocery,distributor,retailer,Bandung,Cihampelas,Tidak,,,,24806264.0,6.0,0.346628,0.0022787535053560015,0.007556662390259854,12,67.0,0.8333333333333334,0.057771333333333334,61.0,13.0,2.0,0.0,3.0,0,1,0,0,8.714285714285714,3.1691617062337945,17.026606800199648,0.2976036900214395,4.127134385045092,180744.90163934426,0.32786885,0.5081967
M0508,CV Tech Supply Berkah,Electronics,gadget,supplier,Bandung,Dago,Ya,"EDC, QRIS",2019-11-24,aktif,147421646.0,2.0,0.111456,0.0011014264836123233,7.546600256584409e-05,7,40.0,1.0,0.055728,47.0,4.0,62.0,4.9,1.0,0,0,1,0,15.666666666666666,2.486094680143989,18.80880738582418,0.10567086749371281,3.871201010907891,548925.1,0.14,0.24
M0314,Fashion Pak Haji,Fashion,footwear,retailer,Depok,Sawangan,Ya,"EDC, QRIS",2025-07-22,aktif,136544164.0,4.0,0.226681,0.001638100177426131,0.00429653107941539,5,38.0,0.75,0.056670250000000005,55.0,6.0,38.0,0.0,1.0,0,1,0,0,11.0,2.8553777576618455,18.732158673370822,0.20431214822707203,4.02535169073515,226806.08333333334,0.3,0.56666666
M0515,Komputer Makmur,Electronics,computer,retailer,Jakarta,Menteng,Tidak,,,,39071575.0,3.0,0.16392,0.0012291253686136064,0.001816215128417981,3,31.0,0.6666666666666666,0.05464,42.0,11.0,50.0,4.1,1.0,0,1,1,0,10.5,2.5871062013186656,17.480905804072837,0.1517936184249962,3.7612001156935624,149623.97727272726,0.36363637,0.45454547
M0565,Komputer Makmur,Electronics,computer,retailer,Bekasi,Harapan Indah,Ya,QRIS,2019-09-29,aktif,193558921.0,5.0,0.264629,0.0017065593385844483,0.008688652428747516,5,38.0,0.6,0.0529258,50.0,3.0,11.0,4.9,1.0,0,0,1,0,8.333333333333334,2.894009211325269,19.081092530541376,0.23477879853189726,3.9318256327243257,132812.33333333334,0.29411766,0.50980395
M0491,Komputer Karya,Electronics,accessories,retailer,Depok,Cinere,Ya,"EDC, QRIS",2020-07-13,aktif,65190520.0,3.0,0.17984,0.0014696879366912806,0.006308957814504566,4,22.0,0.6666666666666666,0.05994666666666667,42.0,19.0,49.0,3.7,1.0,1,1,1,0,10.5,2.7534619261589213,17.992824632892102,0.16537883606364265,3.7612001156935624,181336.44444444444,0.2888889,0.53333336
M0640,PT Otomotif Abadi,Automotive,dealer,supplier,Bekasi,Unknown,Tidak,,,,104420542.0,6.0,0.34855200000000003,0.0024346682403967156,0.011943752672754257,9,62.0,0.5,0.058092000000000005,40.0,15.0,49.0,0.0,1.0,1,0,0,0,5.714285714285714,3.232647849834376,18.463936986086388,0.29903142421865636,3.713572066704308,428382.4,0.125,0.3
M0324,UD Kain Surya,Fashion,textile,supplier,Jakarta,Thamrin,Ya,EDC,2023-05-10,aktif,1569322478.0,3.0,0.162804,0.0013829265975882203,0.006796971297763691,12,67.0,0.0,0.054268000000000004,28.0,15.0,25.0,0.0,1.0,1,0,0,0,7.0,2.6966026590302192,21.17390982112735,0.15083432966914734,3.367295829986474,477079.0689655172,0.10344828,0.06896552
M0053,Toko Grosir Nusantara,F&B,catering,supplier,Tangerang,Karawaci,Ya,"EDC, QRIS",2024-11-05,aktif,171220438.0,22.0,1.616222,0.004644324808180164,0.0025809372877518676,16,46.0,0.6818181818181818,0.07346463636363637,288.0,16.0,35.0,0.0,1.0,0,1,0,1,12.521739130434783,3.859534219500036,18.958462401228136,0.9617312923796648,5.666426688112432,464869.60383386584,0.16613418,0.2172524
M0125,Resto Indonesia,F&B,bakery,retailer,Bekasi,Harapan Indah,Ya,"EDC, QRIS",2019-09-18,aktif,111348043.0,3.0,0.17338699999999999,0.0012680673196111944,0.0010213065680577567,12,67.0,0.3333333333333333,0.05779566666666667,66.0,9.0,46.0,0.0,2.0,0,1,0,0,16.5,2.615984121225721,18.528171385280764,0.1598944385322801,4.204692619390966,139318.01470588235,0.30882353,0.5
M0525,Gadget Bang Jali,Electronics,computer,retailer,Tangerang,Karawaci,Ya,QRIS,2022-08-17,aktif,33034623.0,2.0,0.10769200000000001,0.0010101159329581554,0.00048298241642140215,12,67.0,0.5,0.053846000000000005,61.0,12.0,14.0,3.6,1.0,0,0,1,0,20.333333333333332,2.407049546970829,17.313066781513633,0.10227857134260185,4.127134385045092,128582.91803278688,0.27868852,0.6229508
M0383,Toko Karya,Grocery,minimarket,retailer,Jakarta,Senayan,Tidak,,,,9708320.0,3.0,0.163856,0.0012157313453819512,0.0026060926219404826,9,62.0,0.6666666666666666,0.05461866666666667,48.0,10.0,31.0,3.9,2.0,1,1,1,0,12.0,2.576977760210234,16.088493910794956,0.1517386303161609,3.8918202981106265,165569.26530612246,0.42857143,0.42857143
M0542,Digital Jaya,Electronics,service,retailer,Bogor,Tanah Sareal,Tidak,,,,23754055.0,4.0,0.245062,0.0016453244892805216,0.00203758206927779,12,67.0,1.0,0.0612655,52.0,17.0,11.0,4.2,1.0,1,1,1,0,10.4,2.859525585103601,16.983263852811227,0.21918532787351924,3.970291913552122,150784.67307692306,0.28846154,0.53846157
M0267,Butik Nusantara,Fashion,footwear,retailer,Depok,Cinere,Ya,"EDC, QRIS",2023-07-18,aktif,285333769.0,9.0,0.479281,0.0026775282076717056,0.03624883656579378,9,62.0,0.5555555555555556,0.05325344444444444,62.0,15.0,31.0,3.1,1.0,0,1,1,1,6.2,3.3241464912515157,19.469170175810568,0.39155615892090795,4.143134726391533,133886.734375,0.328125,0.53125
M0591,CV Tech Supply Sentosa,Electronics,accessories,supplier,Jakarta,Tebet,Tidak,,,,311606891.0,8.0,0.439502,0.0018745210892856259,0.009282318315598823,16,46.0,0.75,0.05493775,94.0,15.0,30.0,3.3,3.0,0,1,1,1,10.444444444444445,2.9829109755048835,19.557252989816394,0.36429722044043783,4.553876891600541,476131.0909090909,0.17171717,0.22222222
M0532,PT Elektronik Kang Asep,Electronics,service,supplier,Jakarta,Kelapa Gading,Ya,"EDC, QRIS",2021-10-10,aktif,77888116.0,2.0,0.10539200000000001,0.0009302969830828336,0.0015093200513168817,10,29.0,1.0,0.05269600000000001,68.0,2.0,40.0,3.1,1.0,1,0,1,0,22.666666666666668,2.332432186765723,18.170783957485153,0.10020002319163297,4.23410650459726,522411.7972972973,0.10810811,0.21621622
M0395,Mart Mulia,Grocery,toko_kelontong,retailer,Jakarta,Kuningan,Tidak,,,,189802783.0,2.0,0.12318500000000002,0.0009656298191898218,0.0002062737403466405,12,67.0,1.0,0.06159250000000001,61.0,12.0,21.0,0.0,2.0,1,0,0,0,20.333333333333332,2.366151096880435,19.06149611210418,0.11616839949938013,4.127134385045092,134746.2,0.32307693,0.44615385
M0442,Mart Surya,Grocery,distributor,retailer,Bekasi,Grand Galaxy,Tidak,,,,63756055.0,6.0,0.323575,0.002406367708512904,0.012234296782632758,10,29.0,0.8333333333333334,0.05392916666666667,58.0,13.0,19.0,3.3,2.0,1,1,1,0,8.285714285714286,3.2214196699541064,17.9705747335694,0.2803364090054066,4.07753744390572,149232.7213114754,0.32786885,0.45901638
M0347,Butik Mas Bro,Fashion,footwear,retailer,Bekasi,Grand Galaxy,Ya,"EDC, QRIS",2024-08-18,aktif,17835904.0,4.0,0.224619,0.001588529901927424,0.00501597363720977,7,40.0,0.5,0.056154749999999996,67.0,1.0,6.0,3.5,1.0,0,1,1,0,13.4,2.8264433628471006,16.696724118408973,0.20262977521164885,4.219507705176107,168882.76470588235,0.2647059,0.44117647
M0054,RM Karya,F&B,cafe,retailer,Tangerang,Unknown,Ya,QRIS,2020-07-20,aktif,113863242.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,6.0,6.0,4.5,2.0,0,0,1,0,0.0,0.0,18.55050866342834,0.0,0.0,175300.81818181818,0.3939394,0.45454547
M0451,Swalayan Mas Bro,Grocery,distributor,retailer,Depok,Cimanggis,Ya,"EDC, QRIS",2023-10-09,aktif,62058547.0,1.0,0.055046,0.0005835476135448618,0.0,14,48.0,0.0,0.055046,55.0,18.0,25.0,4.6,1.0,0,1,1,0,27.5,1.9221261291174294,17.94358881999794,0.053584367873229385,4.02535169073515,175340.08771929826,0.3859649,0.47368422
M0708,UD  Sembako  Surya,Grocery,distributor,supplier,Jakarta,Kemang,Ya,"EDC, QRIS",2019-06-03,aktif,957929721.0,10.0,0.583241,0.002619540300757946,0.018524388096495863,16,46.0,0.8,0.058324100000000004,111.0,16.0,30.0,3.4,1.0,0,1,1,1,10.090909090909092,3.3030479519443623,20.680284974162806,0.4594740118885347,4.718498871295094,471485.22222222225,0.1965812,0.24786325
M0528,PT Elektronik Buana,Electronics,gadget,supplier,Bogor,Unknown,Ya,EDC,2021-05-06,aktif,305807983.0,26.0,1.882223,0.005929200320447723,0.0210713656830931,16,46.0,0.6538461538461539,0.0723931923076923,271.0,14.0,49.0,4.3,1.0,0,0,1,1,10.037037037037036,4.099199478097575,19.538467959686106,1.05856187140555,5.605802066295998,469139.5033557047,0.15100671,0.24832214
M0674,Auto Surya,Automotive,dealer,retailer,Jakarta,Kelapa Gading,Ya,EDC,2024-08-30,aktif,47002117.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,18.0,18.0,0.0,1.0,0,0,0,0,0.0,0.0,17.665703222488776,0.0,0.0,171840.914893617,0.31914893,0.5319149
M0422,Toko Sukses,Grocery,distributor,retailer,Depok,Cimanggis,Tidak,,,,318714653.0,3.0,0.16905,0.001092610307602911,0.0013835433803738083,8,53.0,0.6666666666666666,0.056350000000000004,51.0,16.0,30.0,4.1,1.0,0,0,1,0,12.75,2.4787295336309554,19.579806758876458,0.1561914531749104,3.9512437185814275,150416.86274509804,0.49019608,0.49019608
M0190,Warung Mas Bro,F&B,catering,retailer,Bogor,Tanah Sareal,Ya,EDC,2022-07-31,tidak aktif,16795767.0,5.0,0.265861,0.0017241091768620527,0.007118959575377959,14,48.0,0.8,0.0531722,50.0,1.0,26.0,3.5,1.0,0,0,1,0,8.333333333333334,2.903676838590677,16.63663750787825,0.235752523065361,3.9318256327243257,167118.23076923078,0.23076923,0.5769231
M0605,Toko Sparepart Harmoni,Automotive,sparepart,retailer,Jakarta,Pluit,Tidak,,,,95257224.0,1.0,0.073684,0.0008726388171586823,0.0,8,53.0,0.0,0.073684,50.0,5.0,30.0,4.7,1.0,1,0,1,0,25.0,2.2748426218973794,18.372091422112764,0.07109572560527964,3.9318256327243257,180710.24,0.34,0.38
M0331,Toko Baju Buana,Fashion,footwear,retailer,Bandung,Setiabudhi,Ya,"EDC, QRIS",2024-06-18,aktif,64940232.0,3.0,0.179748,0.001309764315126662,0.000744597891982995,1,28.0,0.6666666666666666,0.059916,61.0,15.0,10.0,3.3,1.0,0,1,1,0,15.25,2.646007631020166,17.988977912559854,0.1653008563485003,4.127134385045092,133718.17460317462,0.31746033,0.5714286
M0085,Resto Sumber,F&B,bakery,retailer,Jakarta,Pluit,Tidak,,,,31716758.0,3.0,0.159402,0.001203384548898143,0.0029280808995547506,14,48.0,1.0,0.053133999999999994,55.0,15.0,15.0,4.2,1.0,0,0,1,0,13.75,2.5675494733809265,17.272355774226938,0.1479043549521956,4.02535169073515,171809.5344827586,0.25862068,0.55172414
M0061,Warung Makmur,F&B,warung,retailer,Bandung,Dago,Ya,"EDC, QRIS",2019-10-09,aktif,42658759.0,6.0,0.341632,0.002061374882498543,0.011038160641964128,0,39.0,0.5,0.05693866666666667,50.0,17.0,37.0,4.2,1.0,0,0,1,0,7.142857142857143,3.0733296318726446,17.5687432035433,0.2938867833592802,3.9318256327243257,220752.29411764705,0.3529412,0.5686275
M0425,PT Distribusi Sentosa,Grocery,toko_kelontong,supplier,Jakarta,Pluit,Tidak,,,,493138566.0,2.0,0.107931,0.0013041310425121208,0.0031595099740900057,12,67.0,1.0,0.0539655,75.0,4.0,85.0,4.3,1.0,1,0,1,0,25.0,2.6420037293648067,20.01630076148,0.10249431201773204,4.330733340286331,477701.4,0.15,0.2375
M0613,Auto Buana,Automotive,bengkel,retailer,Jakarta,Sudirman,Tidak,,,,84475470.0,3.0,0.19115,0.001357206000652076,0.001328201645158856,3,31.0,1.0,0.06371666666666667,39.0,2.0,40.0,3.3,1.0,0,0,1,0,9.75,2.6791059970709132,18.25197176616317,0.1749192270271926,3.6888794541139363,172026.875,0.35,0.6
M0455,Mart Citra,Grocery,supermarket,retailer,Bandung,Buah Batu,Tidak,,,,40741921.0,2.0,0.101546,0.0007044385205628616,0.001896712197821548,5,38.0,0.0,0.050773,43.0,5.0,19.0,4.4,1.0,0,1,1,0,14.333333333333334,2.0849743580871434,17.522768144871527,0.09671464762296465,3.784189633918261,207252.97674418605,0.39534885,0.41860464
M0351,Swalayan Prima,Grocery,minimarket,retailer,Jakarta,Thamrin,Tidak,,,,86860749.0,3.0,0.169628,0.0011097745835721793,0.0025255955525369154,11,31.0,0.6666666666666666,0.056542666666666665,52.0,16.0,11.0,3.8,1.0,0,0,1,0,13.0,2.49301914067926,18.27981681961806,0.1566857495353059,3.970291913552122,232036.24074074073,0.2962963,0.5
M0639,Motor Sejahtera,Automotive,bengkel,retailer,Bogor,Dramaga,Ya,"EDC, QRIS",2022-04-29,aktif,20563643.0,5.0,0.266611,0.0015913149940546818,0.0112293411817976,9,62.0,1.0,0.05332220000000001,50.0,12.0,6.0,0.0,5.0,0,1,0,0,8.333333333333334,2.8280914223547726,16.83903522020064,0.23634482973009543,3.9318256327243257,210434.07692307694,0.28846154,0.44230768
M0064,Bakery Harmoni,F&B,catering,retailer,Bekasi,Summarecon,Tidak,,,,22374087.0,4.0,0.209945,0.0015428914074841701,0.010102382210147661,0,39.0,0.75,0.05248625,54.0,13.0,25.0,0.0,5.0,0,0,0,0,10.8,2.7990428358199333,16.923414061517956,0.19057490403010602,4.007333185232471,149196.60714285713,0.39285713,0.4642857
M0180,RM Indonesia,F&B,catering,retailer,Jakarta,Menteng,Ya,"EDC, QRIS",2021-12-08,aktif,759485850.0,2.0,0.110345,0.0007998768557021935,0.0003722989459914975,6,29.0,1.0,0.0551725,66.0,1.0,30.0,3.4,1.0,0,1,1,0,22.0,2.197087740976989,20.44815225046515,0.10467077784337964,4.204692619390966,116835.26086956522,0.28985506,0.5652174
M0387,Mart Pratama,Grocery,distributor,retailer,Jakarta,Kemang,Tidak,,,,89306102.0,2.0,0.110426,0.0007990985057803749,0.00044273388171961865,9,62.0,0.0,0.055213,44.0,15.0,42.0,4.3,1.0,0,1,1,0,14.666666666666666,2.196222415095321,18.307580386176646,0.10474372548186728,3.8066624897703196,194118.95555555556,0.33333334,0.4888889
M0468,PT Distribusi Persada,Grocery,supermarket,supplier,Bandung,Cihampelas,Tidak,,,,539420605.0,2.0,0.11412800000000001,0.0007734133573354389,0.0002062737403466405,11,31.0,1.0,0.057064000000000004,92.0,19.0,84.0,4.2,1.0,0,1,1,0,30.666666666666668,2.1672387484378826,20.106006169645838,0.108072036161181,4.532599493153256,442698.21276595746,0.15957446,0.23404256
M0457,Toko Abadi,Grocery,supermarket,retailer,Bogor,Tanah Sareal,Ya,EDC,2019-09-20,aktif,59630197.0,5.0,0.295445,0.0016326926858425091,0.003561995321107841,8,53.0,0.4,0.059089,58.0,3.0,39.0,0.0,1.0,0,0,0,0,9.666666666666666,2.852261757271176,17.903672681570047,0.25885426546808943,4.07753744390572,138669.0,0.37931034,0.3448276
M0670,Toko Sparepart Pak Haji,Automotive,dealer,retailer,Depok,Sawangan,Ya,QRIS,2021-06-29,aktif,175360807.0,2.0,0.113951,0.0008896435927069296,0.0012326113752421201,6,29.0,1.0,0.0569755,51.0,2.0,4.0,0.0,1.0,0,1,0,0,17.0,2.2921746849555973,18.982356169377542,0.10791315490035286,3.9512437185814275,174154.8620689655,0.20689656,0.6034483
M0215,Fashion Maju,Fashion,accessories,retailer,Jakarta,Cempaka Putih,Tidak,,,,49439372.0,4.0,0.223054,0.0015043604845893983,0.006188212210399215,12,67.0,0.25,0.0557635,51.0,14.0,30.0,4.3,1.0,0,0,1,0,10.2,2.775310318203724,17.716257688994457,0.20135100945064827,3.9512437185814275,131415.46153846153,0.30769232,0.44230768
M0465,CV Grosir Mas Bro,Grocery,supermarket,supplier,Bandung,Setiabudhi,Tidak,,,,268977303.0,1.0,0.058419,0.0003836865964603429,0.0,16,46.0,1.0,0.058419,55.0,11.0,7.0,3.6,3.0,0,0,1,0,27.5,1.5762669830172582,19.410137562259404,0.05677628528257486,4.02535169073515,491290.6666666667,0.0877193,0.42105263
M0504,PT Elektronik Kang Asep,Electronics,service,supplier,Bandung,Setiabudhi,Tidak,,,,461676685.0,10.0,0.550512,0.002659085541071853,0.027026891052247627,16,46.0,0.8,0.05505120000000001,104.0,12.0,52.0,0.0,1.0,0,0,0,1,9.454545454545455,3.317484392124014,19.95037539020918,0.43858519896730797,4.653960350157523,481690.09345794393,0.12149533,0.27102804
M0066,Dapur Jaya,F&B,bakery,retailer,Depok,Margonda,Ya,"EDC, QRIS",2024-09-03,aktif,222539690.0,5.0,0.262751,0.0016573412562659398,0.007722687595904712,8,53.0,0.8,0.052550200000000005,52.0,4.0,11.0,4.0,1.0,0,0,1,0,8.666666666666666,2.866387110013289,19.22061603017844,0.23329267428810294,3.970291913552122,185374.63461538462,0.44230768,0.48076922
M0521,Gadget Sejahtera,Electronics,service,retailer,Tangerang,BSD,Ya,EDC,2025-01-20,aktif,14614653.0,6.0,0.333718,0.0022172573047252206,0.009131386310467135,4,22.0,0.8333333333333334,0.05561966666666666,55.0,17.0,50.0,3.6,1.0,1,0,1,0,7.857142857142857,3.1429693830879315,16.497535281940024,0.28797053084365837,4.02535169073515,153818.08474576272,0.44067797,0.47457626
M0413,UD Sembako Maju,Grocery,supermarket,supplier,Bogor,Dramaga,Ya,QRIS,2021-02-04,aktif,86245519.0,4.0,0.221038,0.0015760234054621404,0.008240887480190175,8,53.0,0.25,0.0552595,59.0,3.0,34.0,3.4,2.0,0,1,1,0,11.8,2.8190090600293023,18.272708670497725,0.1997013166754093,4.0943445622221,437146.77419354836,0.16129032,0.30645162
M0464,PT Distribusi Kang Asep,Grocery,toko_kelontong,supplier,Bandung,Cihampelas,Tidak,,,,349209968.0,2.0,0.106075,0.0008906971972823788,0.0012074560410535054,7,40.0,1.0,0.0530375,61.0,20.0,30.0,0.0,1.0,0,1,0,0,20.333333333333332,2.293238748959314,19.671183929632196,0.10081771273591829,4.127134385045092,496228.55384615384,0.15384616,0.2
M0272,UD Kain Utama,Fashion,textile,supplier,Tangerang,Cipondoh,Ya,EDC,2025-03-22,aktif,93298097.0,6.0,0.32249,0.0016892963407323758,0.013518476592961537,13,36.0,1.0,0.05374833333333334,75.0,11.0,6.0,0.0,2.0,0,0,0,0,10.714285714285714,2.8844075298242915,18.351310279757687,0.2795163232850566,4.330733340286331,454815.28205128206,0.17948718,0.21794872
M0161,CV Bahan Nusantara,F&B,bakery,supplier,Jakarta,Kemang,Ya,EDC,2020-01-11,aktif,134928378.0,6.0,0.325559,0.0016432810814077919,0.009986667672880034,10,29.0,0.8333333333333334,0.054259833333333334,104.0,6.0,30.0,3.4,1.0,0,1,1,0,14.857142857142858,2.8583541095297567,18.720254669698104,0.2818342572614279,4.653960350157523,492966.4903846154,0.086538464,0.28846154
M0471,Minimarket Persada,Grocery,distributor,retailer,Bekasi,Harapan Indah,Ya,"EDC, QRIS",2023-06-18,aktif,51261650.0,6.0,0.336564,0.002322293597820477,0.011908535204890196,10,29.0,0.6666666666666666,0.056094000000000005,56.0,11.0,8.0,3.3,1.0,0,1,1,0,8.0,3.1872999520088316,17.752453486731113,0.2901021417204343,4.04305126783455,152013.1403508772,0.40350878,0.47368422
M0434,Minimarket Bu Tini,Grocery,distributor,retailer,Depok,Sawangan,Ya,QRIS,2020-12-20,aktif,125245708.0,3.0,0.15152500000000002,0.0010755509202299233,0.004034915603853797,7,40.0,0.3333333333333333,0.05050833333333334,55.0,15.0,15.0,0.0,1.0,1,1,0,0,13.75,2.4643219989865677,18.64578803786134,0.14108715085491094,4.02535169073515,146894.5,0.375,0.42857143
M0678,Bengkel Harmoni,Automotive,dealer,retailer,Bandung,Setiabudhi,Ya,"EDC, QRIS",2021-07-14,aktif,317835146.0,6.0,0.327476,0.0020045404722966106,0.007913868135738184,1,28.0,0.3333333333333333,0.054579333333333334,46.0,2.0,9.0,4.2,1.0,0,0,1,0,6.571428571428571,3.0466822333498556,19.577043400665403,0.28327939487448284,3.8501476017100584,110603.3829787234,0.34042552,0.4893617
M0093,Kedai Prima,F&B,catering,retailer,Bogor,Tanah Sareal,Ya,EDC,2019-10-13,aktif,34905403.0,3.0,0.160346,0.0015436568577535494,0.0039192010665861695,8,53.0,0.3333333333333333,0.053448666666666665,48.0,11.0,30.0,0.0,3.0,0,1,0,0,12.0,2.799508643847958,17.368152217592684,0.14871823650494104,3.8918202981106265,143785.85714285713,0.3265306,0.48979592
M0584,Toko IT Mulia,Electronics,service,retailer,Jakarta,Kemang,Tidak,,,,506798259.0,3.0,0.16720300000000002,0.0012482337650314118,0.0029985158352828717,5,38.0,1.0,0.05573433333333334,53.0,16.0,26.0,3.1,1.0,0,0,1,0,13.25,2.60138050664472,20.04362357309834,0.1546102884767341,3.9889840465642745,320804.63157894736,0.24561404,0.47368422
M0220,UD Kain Sukses,Fashion,accessories,supplier,Tangerang,Karawaci,Tidak,,,,314187126.0,2.0,0.11527799999999999,0.001209593316631347,0.0031595099740900057,3,31.0,1.0,0.057638999999999996,20.0,14.0,81.0,4.9,1.0,0,0,1,0,6.666666666666667,2.5723017366893997,19.565499312227185,0.1091037011894428,3.044522437723423,446050.75,0.15,0.15
M0358,Swalayan Barokah,Grocery,supermarket,retailer,Bogor,Sentul,Ya,QRIS,2021-03-26,aktif,50637715.0,2.0,0.105368,0.0008892124620147525,0.0003119261439388222,6,29.0,1.0,0.052684,46.0,13.0,8.0,3.5,1.0,0,0,1,0,15.333333333333334,2.2917389476537657,17.740207232097415,0.1001783112011854,3.8501476017100584,186994.65217391305,0.45652175,0.4347826
M0415,Mart Barokah,Grocery,toko_kelontong,retailer,Jakarta,Kelapa Gading,Ya,EDC,2019-10-26,aktif,88550415.0,2.0,0.11154900000000001,0.0008953681402001023,0.001388574447211531,0,39.0,1.0,0.055774500000000005,55.0,3.0,27.0,0.0,1.0,1,0,0,0,18.333333333333332,2.2979424728918803,18.299082620092868,0.10575453802081847,4.02535169073515,104408.14545454546,0.38181818,0.4181818
M0031,CV Bahan Sukses,F&B,warung,supplier,Bekasi,Summarecon,Ya,"EDC, QRIS",2021-09-27,aktif,181839449.0,2.0,0.10208400000000001,0.0007508389787421338,0.0014036676477247,9,62.0,1.0,0.051042000000000004,53.0,6.0,60.0,5.0,1.0,0,1,1,0,17.666666666666668,2.1410527105129677,19.018634712866945,0.09720293287111366,3.9889840465642745,375861.25925925927,0.12962963,0.2777778
M0684,Bengkel Mbak Sri,Automotive,bengkel,retailer,Jakarta,Menteng,Tidak,,,,101995280.0,5.0,0.272041,0.0018173421234081645,0.0061932432772369385,8,53.0,0.6,0.0544082,64.0,18.0,48.0,4.2,1.0,0,0,1,0,10.666666666666666,2.953525009265552,18.44043710547242,0.24062269710287046,4.174387269895637,782507.0882352941,0.30882353,0.5588235
M0037,Kafe Mulia,F&B,restaurant,retailer,Jakarta,Cempaka Putih,Ya,EDC,2025-12-17,aktif,79238847.0,5.0,0.291022,0.001899184759714847,0.0041657233416345935,1,28.0,0.6,0.0582044,48.0,16.0,1.0,0.0,1.0,0,1,0,0,8.0,2.9953245703117415,18.18797724157688,0.2554341527727553,3.8918202981106265,165494.22,0.3,0.5
M0443,PT Distribusi Pak Haji,Grocery,supermarket,supplier,Jakarta,Senayan,Ya,EDC,2021-05-16,aktif,56291061.0,3.0,0.164971,0.0013192283180464414,0.002369632480567504,2,31.0,1.0,0.054990333333333336,56.0,11.0,76.0,3.9,1.0,0,0,1,0,14.0,2.652698378895805,17.846046323846,0.15269619400397275,4.04305126783455,464234.6379310345,0.0862069,0.29310346
M0108,Dapur Surya,F&B,cafe,retailer,Bogor,Bogor Tengah,Tidak,,,,76831097.0,6.0,0.311521,0.00185823916562814,0.017694262068271578,7,40.0,0.5,0.05192016666666668,51.0,15.0,31.0,0.0,1.0,1,0,0,0,7.285714285714286,2.9746307775633127,18.15712003803416,0.27118753239636867,3.9512437185814275,159418.0185185185,0.4074074,0.537037
M0187,PT Distributor Maju,F&B,warung,supplier,Bandung,Dago,Ya,EDC,2024-08-20,aktif,429696670.0,2.0,0.10323,0.0008170963489558861,0.0007798153598470556,3,31.0,1.0,0.051615,29.0,18.0,48.0,3.2,1.0,0,1,1,0,9.666666666666666,2.2160423504936304,19.878590101449678,0.09824224074577945,3.4011973816621555,489021.275862069,0.06896552,0.3448276
